date,open,close,high,low,volume,code
2017-11-02 14:00,7.63,7.61,7.63,7.6,1605.0,600767
2017-11-02 15:00,7.61,7.59,7.65,7.58,2924.0,600767
2017-11-03 10:30,7.65,7.72,7.78,7.55,7499.0,600767
2017-11-03 11:30,7.72,7.62,7.72,7.61,2774.0,600767
2017-11-03 14:00,7.62,7.64,7.64,7.58,1538.0,600767
2017-11-03 15:00,7.64,7.66,7.67,7.58,5451.0,600767
2017-11-06 10:30,7.66,7.63,7.66,7.61,3864.0,600767
2017-11-06 11:30,7.63,7.69,7.69,7.62,2729.0,600767
2017-11-06 14:00,7.69,7.71,7.73,7.67,3154.0,600767
2017-11-06 15:00,7.71,7.72,7.73,7.69,4059.0,600767
2017-11-07 10:30,7.7,7.72,7.75,7.68,6345.0,600767
2017-11-07 11:30,7.72,7.71,7.74,7.65,3690.0,600767
2017-11-07 14:00,7.71,7.66,7.71,7.65,2958.0,600767
2017-11-07 15:00,7.69,7.66,7.69,7.64,4629.0,600767
2017-11-08 10:30,7.67,7.71,7.71,7.66,8670.0,600767
2017-11-08 11:30,7.71,7.72,7.74,7.71,5037.0,600767
2017-11-08 14:00,7.72,7.72,7.73,7.69,4167.0,600767
2017-11-08 15:00,7.72,7.68,7.72,7.65,6532.0,600767
2017-11-09 10:30,7.72,7.76,7.77,7.67,7759.0,600767
2017-11-09 11:30,7.76,7.78,7.8,7.73,6642.0,600767
2017-11-09 14:00,7.78,7.71,7.78,7.71,6045.0,600767
2017-11-09 15:00,7.71,7.73,7.74,7.7,5342.0,600767
2017-11-10 10:30,7.74,7.67,7.74,7.67,8137.0,600767
2017-11-10 11:30,7.67,7.67,7.69,7.64,5529.0,600767
2017-11-10 14:00,7.66,7.7,7.7,7.65,3607.0,600767
2017-11-10 15:00,7.7,7.68,7.7,7.67,3687.0,600767
2017-11-13 10:30,7.64,7.63,7.7,7.6,7582.0,600767
2017-11-13 11:30,7.63,7.65,7.65,7.62,4072.0,600767
2017-11-13 14:00,7.65,7.59,7.66,7.59,7139.0,600767
2017-11-13 15:00,7.59,7.63,7.63,7.59,4386.0,600767
2017-11-14 10:30,7.63,7.53,7.64,7.51,9200.0,600767
2017-11-14 11:30,7.53,7.54,7.56,7.52,4286.0,600767
2017-11-14 14:00,7.53,7.52,7.55,7.51,4251.0,600767
2017-11-14 15:00,7.52,7.5,7.53,7.48,7393.0,600767
2017-11-15 10:30,7.47,7.48,7.56,7.46,7564.0,600767
2017-11-15 11:30,7.48,7.48,7.51,7.47,3353.0,600767
2017-11-15 14:00,7.48,7.47,7.48,7.44,3587.0,600767
2017-11-15 15:00,7.47,7.44,7.48,7.43,3903.0,600767
2017-11-16 10:30,7.43,7.41,7.52,7.38,6382.0,600767
2017-11-16 11:30,7.41,7.42,7.43,7.39,3200.0,600767
2017-11-16 14:00,7.42,7.39,7.42,7.37,4408.0,600767
2017-11-16 15:00,7.39,7.41,7.42,7.38,4990.0,600767
2017-11-17 10:30,7.41,7.14,7.43,7.1,14017.0,600767
2017-11-17 11:30,7.14,7.06,7.15,7.06,12195.0,600767
2017-11-17 14:00,7.06,7.04,7.06,7.04,14875.0,600767
2017-11-17 15:00,7.04,7.04,7.04,7.04,1511.0,600767
2017-11-20 10:30,6.96,6.7,6.96,6.69,29120.0,600767
2017-11-20 11:30,6.7,6.76,6.76,6.69,4201.0,600767
2017-11-20 14:00,6.76,6.75,6.76,6.69,5968.0,600767
2017-11-20 15:00,6.75,6.76,6.8,6.74,5230.0,600767
2017-11-21 10:30,6.74,6.82,6.87,6.7,7134.0,600767
2017-11-21 11:30,6.82,6.8,6.82,6.78,4307.0,600767
2017-11-21 14:00,6.8,6.74,6.8,6.73,5655.0,600767
2017-11-21 15:00,6.74,6.8,6.81,6.71,4791.0,600767
2017-11-22 10:30,6.9,6.91,7.0,6.81,10955.0,600767
2017-11-22 11:30,6.91,6.97,7.0,6.91,3946.0,600767
2017-11-22 14:00,6.97,6.87,6.97,6.85,3858.0,600767
