date,amount,close,code,high,low,open,turnoverratio,volume
2017-11-01 14:00,,4.31,600724,4.32,4.3,4.31,,3594.0
2017-11-01 15:00,,4.31,600724,4.33,4.3,4.31,,6361.0
2017-11-02 10:30,,4.29,600724,4.32,4.27,4.32,,6237.0
2017-11-02 11:30,,4.27,600724,4.3,4.27,4.29,,4481.0
2017-11-02 14:00,,4.27,600724,4.3,4.27,4.28,,4055.0
2017-11-02 15:00,,4.28,600724,4.29,4.22,4.27,,12470.0
2017-11-03 10:30,,4.29,600724,4.29,4.26,4.27,,3814.0
2017-11-03 11:30,,4.25,600724,4.29,4.25,4.29,,2282.0
2017-11-03 14:00,,4.25,600724,4.27,4.24,4.25,,2372.0
2017-11-03 15:00,,4.22,600724,4.25,4.21,4.25,,6760.0
2017-11-06 10:30,,4.24,600724,4.27,4.21,4.21,,4646.0
2017-11-06 11:30,,4.22,600724,4.25,4.21,4.24,,1434.0
2017-11-06 14:00,,4.23,600724,4.24,4.22,4.22,,1334.0
2017-11-06 15:00,,4.25,600724,4.25,4.22,4.23,,5989.0
2017-11-07 10:30,,4.26,600724,4.27,4.22,4.25,,2907.0
2017-11-07 11:30,,4.25,600724,4.27,4.23,4.26,,3368.0
2017-11-07 14:00,,4.25,600724,4.26,4.24,4.25,,4149.0
2017-11-07 15:00,,4.26,600724,4.27,4.23,4.25,,4217.0
2017-11-08 10:30,,4.28,600724,4.29,4.25,4.27,,3058.0
2017-11-08 11:30,,4.27,600724,4.29,4.27,4.28,,2275.0
2017-11-08 14:00,,4.27,600724,4.28,4.26,4.27,,5519.0
2017-11-08 15:00,,4.32,600724,4.33,4.26,4.27,,17570.0
2017-11-09 10:30,,4.36,600724,4.39,4.29,4.32,,20231.0
2017-11-09 11:30,,4.32,600724,4.37,4.32,4.36,,4893.0
2017-11-09 14:00,,4.31,600724,4.34,4.3,4.32,,4330.0
2017-11-09 15:00,,4.32,600724,4.34,4.31,4.31,,4057.0
2017-11-10 10:30,,4.29,600724,4.33,4.29,4.31,,4329.0
2017-11-10 11:30,,4.32,600724,4.36,4.28,4.29,,8472.0
2017-11-10 14:00,,4.33,600724,4.34,4.32,4.32,,2086.0
2017-11-10 15:00,,4.33,600724,4.34,4.32,4.33,,7155.0
2017-11-13 10:30,,4.32,600724,4.34,4.3,4.33,,5036.0
2017-11-13 11:30,,4.24,600724,4.32,4.18,4.32,,28459.0
2017-11-13 14:00,,4.24,600724,4.25,4.22,4.24,,5773.0
2017-11-13 15:00,,4.21,600724,4.24,4.21,4.24,,8966.0
2017-11-14 10:30,,4.2,600724,4.22,4.19,4.2,,6858.0
2017-11-14 11:30,,4.19,600724,4.2,4.18,4.19,,3204.0
2017-11-14 14:00,,4.19,600724,4.2,4.18,4.18,,3268.0
2017-11-14 15:00,,4.18,600724,4.2,4.17,4.19,,6854.0
2017-11-15 10:30,,4.17,600724,4.19,4.15,4.18,,5782.0
2017-11-15 11:30,,4.16,600724,4.19,4.13,4.17,,7907.0
2017-11-15 14:00,,4.16,600724,4.17,4.14,4.16,,2453.0
2017-11-15 15:00,,4.14,600724,4.18,4.13,4.16,,6754.0
2017-11-16 10:30,,4.14,600724,4.16,4.12,4.14,,5430.0
2017-11-16 11:30,,4.17,600724,4.17,4.13,4.14,,2434.0
2017-11-16 14:00,,4.16,600724,4.17,4.15,4.17,,1980.0
2017-11-16 15:00,,4.13,600724,4.17,4.13,4.16,,4537.0
2017-11-17 10:30,,4.08,600724,4.15,4.03,4.14,,9932.0
2017-11-17 11:30,,4.05,600724,4.08,4.05,4.08,,3350.0
2017-11-17 14:00,,4.03,600724,4.07,4.03,4.06,,6440.0
2017-11-17 15:00,,4.05,600724,4.06,3.97,4.03,,18374.0
2017-11-20 10:30,,3.92,600724,4.04,3.92,4.01,,16897.0
2017-11-20 11:30,,3.96,600724,3.98,3.93,3.93,,3877.0
2017-11-20 14:00,,3.96,600724,3.98,3.93,3.96,,3820.0
2017-11-20 15:00,,3.98,600724,4.0,3.95,3.96,,6655.0
2017-11-21 10:30,,3.97,600724,4.0,3.93,3.97,,6819.0
2017-11-21 11:30,,3.96,600724,3.98,3.95,3.97,,4299.0
2017-11-21 14:00,,4.0,600724,4.0,3.95,3.96,,8138.0
2017-11-21 15:00,,4.0,600724,4.01,3.98,4.0,,6120.0
2017-11-22 10:30,,3.99,600724,4.0,3.97,3.99,,5726.0
2017-11-22 11:30,,3.98,600724,4.02,3.98,3.99,,3807.0
2017-11-22 14:00,,3.95,600724,4.0,3.93,3.98,,7176.0
2017-11-22 15:00,,3.95,600724,3.96,3.93,3.95,,4751.0
2017-11-23 10:30,,3.97,600724,3.99,3.93,3.96,,3097.0
2017-11-23 11:30,,3.96,600724,3.97,3.94,3.97,,3097.0
2017-11-23 14:00,,3.94,600724,3.96,3.92,3.96,,7065.0
2017-11-23 15:00,,3.92,600724,3.99,3.92,3.94,,8475.0
2017-11-24 10:30,,3.92,600724,3.93,3.88,3.92,,2927.0
2017-11-24 11:30,,3.92,600724,3.94,3.91,3.92,,1778.0
2017-11-24 14:00,,3.97,600724,3.98,3.91,3.92,,7374.0
2017-11-24 15:00,,3.97,600724,4.0,3.96,3.97,,6241.0
2017-11-27 10:30,,3.98,600724,3.98,3.94,3.96,,2496.0
2017-11-27 11:30,,3.96,600724,3.98,3.95,3.98,,989.0
2017-11-27 14:00,,3.95,600724,3.97,3.94,3.95,,2402.0
2017-11-27 15:00,,3.98,600724,3.99,3.93,3.95,,4578.0
2017-11-28 10:30,,3.95,600724,4.0,3.95,3.97,,4284.0
2017-11-28 11:30,,3.96,600724,3.97,3.94,3.95,,3835.0
2017-11-28 14:00,,3.98,600724,3.98,3.95,3.96,,3981.0
2017-11-28 15:00,,3.99,600724,3.99,3.95,3.98,,6262.0
2017-11-29 10:30,,3.96,600724,3.99,3.91,3.99,,9448.0
2017-11-29 11:30,,3.92,600724,3.96,3.91,3.96,,6032.0
2017-11-29 14:00,,3.95,600724,3.95,3.92,3.92,,3968.0
2017-11-29 15:00,,3.97,600724,3.98,3.92,3.95,,13118.0
2017-11-30 10:30,,3.94,600724,3.96,3.93,3.95,,5532.0
2017-11-30 11:30,,3.94,600724,3.95,3.93,3.94,,2034.0
2017-11-30 14:00,,3.94,600724,3.94,3.92,3.94,,2603.0
2017-11-30 15:00,,3.89,600724,3.94,3.88,3.94,,11356.0
2017-12-01 10:30,,3.91,600724,3.93,3.88,3.88,,6279.0
2017-12-01 11:30,,3.92,600724,3.93,3.91,3.91,,4018.0
2017-12-01 14:00,,3.92,600724,3.93,3.91,3.92,,4050.0
2017-12-01 15:00,,3.95,600724,3.95,3.91,3.92,,4630.0
2017-12-04 10:30,,3.97,600724,3.98,3.93,3.95,,7884.0
2017-12-04 11:30,,3.96,600724,3.97,3.94,3.97,,3490.0
2017-12-04 14:00,,3.94,600724,3.97,3.93,3.96,,2860.0
2017-12-04 15:00,,3.93,600724,3.95,3.9,3.94,,7136.0
2017-12-05 10:30,,3.84,600724,3.93,3.84,3.91,,7207.0
2017-12-05 11:30,,3.86,600724,3.88,3.83,3.84,,6025.0
2017-12-05 14:00,,3.82,600724,3.87,3.8,3.86,,8364.0
2017-12-05 15:00,,3.77,600724,3.82,3.72,3.82,,16697.0
2017-12-06 10:30,,3.76,600724,3.77,3.72,3.75,,8366.0
2017-12-06 11:30,,3.76,600724,3.76,3.74,3.76,,1636.0
2017-12-06 14:00,,3.73,600724,3.76,3.72,3.76,,1835.0
2017-12-06 15:00,,3.77,600724,3.78,3.71,3.73,,5799.0
2017-12-07 10:30,,3.8,600724,3.82,3.74,3.78,,6228.0
2017-12-07 11:30,,3.81,600724,3.82,3.79,3.8,,3232.0
2017-12-07 14:00,,3.77,600724,3.81,3.77,3.81,,2950.0
2017-12-07 15:00,,3.77,600724,3.8,3.76,3.77,,4376.0
2017-12-08 10:30,,3.8,600724,3.82,3.75,3.76,,7532.0
2017-12-08 11:30,,3.8,600724,3.8,3.79,3.8,,1427.0
2017-12-08 14:00,,3.8,600724,3.81,3.79,3.8,,2516.0
2017-12-08 15:00,,3.81,600724,3.82,3.8,3.8,,2774.0
