date,open,close,high,low,volume,code
2017-10-31 14:00,7.13,7.13,7.13,7.09,6403.0,600610
2017-10-31 15:00,7.13,7.18,7.19,7.12,25047.0,600610
2017-11-01 10:30,7.15,7.17,7.23,7.12,18488.0,600610
2017-11-01 11:30,7.17,7.17,7.19,7.15,7876.0,600610
2017-11-01 14:00,7.17,7.18,7.18,7.14,8636.0,600610
2017-11-01 15:00,7.18,7.17,7.19,7.14,13733.0,600610
2017-11-02 10:30,7.09,7.09,7.16,7.06,14388.0,600610
2017-11-02 11:30,7.09,7.08,7.1,7.06,7626.0,600610
2017-11-02 14:00,7.08,7.03,7.1,7.01,14997.0,600610
2017-11-02 15:00,7.03,7.0,7.05,6.99,21137.0,600610
2017-11-03 10:30,7.06,6.99,7.06,6.93,14202.0,600610
2017-11-03 11:30,6.99,6.96,7.0,6.94,8324.0,600610
2017-11-03 14:00,6.96,6.95,6.97,6.93,8493.0,600610
2017-11-03 15:00,6.95,6.95,6.96,6.92,14105.0,600610
2017-11-06 10:30,6.96,6.97,7.02,6.94,9158.0,600610
2017-11-06 11:30,6.97,7.02,7.03,6.96,4808.0,600610
2017-11-06 14:00,7.02,6.99,7.02,6.98,3851.0,600610
2017-11-06 15:00,6.99,7.03,7.06,6.98,11686.0,600610
2017-11-07 10:30,7.0,7.02,7.05,7.0,9004.0,600610
2017-11-07 11:30,7.02,7.04,7.05,7.01,6281.0,600610
2017-11-07 14:00,7.04,7.03,7.05,7.02,4303.0,600610
2017-11-07 15:00,7.03,7.04,7.05,7.02,14549.0,600610
2017-11-08 10:30,7.08,7.04,7.08,7.01,12079.0,600610
2017-11-08 11:30,7.04,7.03,7.05,7.02,8014.0,600610
2017-11-08 14:00,7.04,7.06,7.07,7.03,7682.0,600610
2017-11-08 15:00,7.06,7.05,7.06,7.02,14672.0,600610
2017-11-09 10:30,7.04,7.02,7.04,7.01,11299.0,600610
2017-11-09 11:30,7.01,7.02,7.03,7.01,9766.0,600610
2017-11-09 14:00,7.02,7.11,7.13,7.01,17534.0,600610
2017-11-09 15:00,7.11,7.08,7.11,7.04,21230.0,600610
2017-11-10 10:30,7.07,7.05,7.1,7.02,15135.0,600610
2017-11-10 11:30,7.05,7.05,7.06,7.03,6293.0,600610
2017-11-10 14:00,7.05,7.06,7.07,7.04,5330.0,600610
2017-11-10 15:00,7.06,7.0,7.06,7.0,19579.0,600610
2017-11-13 10:30,6.97,6.94,7.02,6.92,18847.0,600610
2017-11-13 11:30,6.95,6.94,6.96,6.93,6482.0,600610
2017-11-13 14:00,6.94,6.93,6.96,6.93,7448.0,600610
2017-11-13 15:00,6.93,6.91,6.94,6.9,17655.0,600610
2017-11-14 10:30,6.93,6.82,6.93,6.82,18999.0,600610
2017-11-14 11:30,6.82,6.83,6.83,6.81,9468.0,600610
2017-11-14 14:00,6.83,6.83,6.84,6.82,5687.0,600610
