date,open,close,high,low,volume,code
2018-01-29 14:30,6.65,6.65,6.67,6.61,3459.0,600732
2018-01-29 15:00,6.65,6.6,6.65,6.59,6216.0,600732
2018-01-30 10:00,6.63,6.8,6.85,6.59,10073.0,600732
2018-01-30 10:30,6.8,6.78,6.8,6.75,2610.0,600732
2018-01-30 11:00,6.78,6.73,6.78,6.71,3696.0,600732
2018-01-30 11:30,6.73,6.76,6.77,6.72,2187.0,600732
2018-01-30 13:30,6.76,6.74,6.76,6.71,1143.0,600732
2018-01-30 14:00,6.74,6.73,6.75,6.73,926.0,600732
2018-01-30 14:30,6.73,6.73,6.73,6.72,727.0,600732
2018-01-30 15:00,6.73,6.73,6.74,6.71,2068.0,600732
2018-01-31 10:00,6.77,6.66,6.77,6.61,6828.0,600732
2018-01-31 10:30,6.66,6.53,6.67,6.5,10049.0,600732
2018-01-31 11:00,6.53,6.55,6.57,6.5,6839.0,600732
2018-01-31 11:30,6.55,6.6,6.61,6.53,2618.0,600732
2018-01-31 13:30,6.6,6.5,6.61,6.5,6763.0,600732
2018-01-31 14:00,6.5,6.5,6.51,6.45,5743.0,600732
2018-01-31 14:30,6.5,6.41,6.5,6.39,16965.0,600732
2018-01-31 15:00,6.41,6.39,6.42,6.39,6706.0,600732
2018-02-01 10:00,6.42,6.24,6.45,6.24,7153.0,600732
2018-02-01 10:30,6.24,6.11,6.28,6.1,12733.0,600732
2018-02-01 11:00,6.12,6.18,6.21,6.12,4412.0,600732
2018-02-01 11:30,6.18,6.15,6.19,6.14,2725.0,600732
2018-02-01 13:30,6.17,6.12,6.17,6.09,4279.0,600732
2018-02-01 14:00,6.12,6.12,6.19,6.09,4338.0,600732
2018-02-01 14:30,6.11,6.07,6.12,6.07,11628.0,600732
2018-02-01 15:00,6.07,6.08,6.09,6.07,5158.0,600732
2018-02-02 10:00,6.01,5.98,6.08,5.83,16053.0,600732
2018-02-02 10:30,5.99,6.04,6.05,5.96,4517.0,600732
2018-02-02 11:00,6.04,6.04,6.07,6.03,2875.0,600732
2018-02-02 11:30,6.04,6.06,6.11,6.04,3386.0,600732
2018-02-02 13:30,6.06,6.02,6.07,6.0,2132.0,600732
2018-02-02 14:00,6.02,5.96,6.03,5.96,2600.0,600732
2018-02-02 14:30,5.96,6.01,6.01,5.96,1480.0,600732
2018-02-02 15:00,6.01,5.99,6.02,5.99,3122.0,600732
2018-02-05 10:00,5.9,5.88,5.93,5.8,8647.0,600732
2018-02-05 10:30,5.88,5.91,5.91,5.86,2810.0,600732
2018-02-05 11:00,5.91,5.94,5.96,5.9,4181.0,600732
2018-02-05 11:30,5.94,6.02,6.02,5.94,2794.0,600732
2018-02-05 13:30,6.02,5.97,6.05,5.97,4248.0,600732
2018-02-05 14:00,5.97,5.96,5.99,5.93,1991.0,600732
2018-02-05 14:30,5.96,5.93,5.97,5.91,2259.0,600732
2018-02-05 15:00,5.93,5.88,5.94,5.87,4717.0,600732
2018-02-06 10:00,5.71,5.68,5.79,5.66,11034.0,600732
2018-02-06 10:30,5.68,5.67,5.71,5.62,6338.0,600732
2018-02-06 11:00,5.67,5.66,5.68,5.62,3908.0,600732
2018-02-06 11:30,5.66,5.63,5.66,5.61,3898.0,600732
2018-02-06 13:30,5.63,5.59,5.63,5.59,9602.0,600732
2018-02-06 14:00,5.59,5.62,5.63,5.59,3240.0,600732
2018-02-06 14:30,5.62,5.59,5.62,5.59,1388.0,600732
2018-02-06 15:00,5.59,5.59,5.59,5.59,242.0,600732
2018-02-07 10:00,5.64,5.59,5.66,5.57,9934.0,600732
2018-02-07 10:30,5.59,5.56,5.62,5.53,7296.0,600732
2018-02-07 11:00,5.56,5.31,5.56,5.31,19140.0,600732
2018-02-07 11:30,5.31,5.36,5.36,5.31,6142.0,600732
2018-02-07 13:30,5.36,5.39,5.45,5.36,4466.0,600732
2018-02-07 14:00,5.39,5.38,5.42,5.37,3709.0,600732
2018-02-07 14:30,5.38,5.41,5.42,5.37,2254.0,600732
2018-02-07 15:00,5.41,5.33,5.41,5.31,4590.0,600732
2018-02-08 10:00,5.26,5.51,5.55,5.26,17034.0,600732
2018-02-08 10:30,5.51,5.48,5.51,5.46,5980.0,600732
2018-02-08 11:00,5.48,5.57,5.6,5.48,5249.0,600732
2018-02-08 11:30,5.57,5.57,5.6,5.56,5202.0,600732
2018-02-08 13:30,5.57,5.52,5.57,5.52,2976.0,600732
2018-02-08 14:00,5.52,5.56,5.57,5.51,1633.0,600732
2018-02-08 14:30,5.56,5.55,5.56,5.53,2572.0,600732
2018-02-08 15:00,5.55,5.56,5.57,5.54,2865.0,600732
2018-02-09 10:00,5.36,5.51,5.54,5.33,13072.0,600732
2018-02-09 10:30,5.51,5.55,5.58,5.48,3589.0,600732
2018-02-09 11:00,5.55,5.52,5.55,5.47,5667.0,600732
2018-02-09 11:30,5.52,5.51,5.52,5.49,1577.0,600732
2018-02-09 13:30,5.51,5.53,5.54,5.49,1821.0,600732
2018-02-09 14:00,5.53,5.43,5.53,5.43,2200.0,600732
2018-02-09 14:30,5.43,5.45,5.48,5.4,2157.0,600732
2018-02-09 15:00,5.45,5.52,5.53,5.45,1874.0,600732
2018-02-12 10:00,5.53,5.71,5.78,5.53,7665.0,600732
2018-02-12 10:30,5.71,5.7,5.73,5.66,2989.0,600732
2018-02-12 11:00,5.7,5.69,5.72,5.68,890.0,600732
2018-02-12 11:30,5.69,5.71,5.72,5.69,864.0,600732
2018-02-12 13:30,5.71,5.71,5.73,5.7,1447.0,600732
2018-02-12 14:00,5.71,5.69,5.72,5.68,1639.0,600732
2018-02-12 14:30,5.69,5.7,5.7,5.69,839.0,600732
2018-02-12 15:00,5.7,5.73,5.74,5.7,2258.0,600732
2018-02-13 10:00,5.78,5.74,5.84,5.7,5767.0,600732
2018-02-13 10:30,5.74,5.8,5.81,5.72,3670.0,600732
2018-02-13 11:00,5.8,5.8,5.81,5.76,1655.0,600732
2018-02-13 11:30,5.8,5.81,5.81,5.78,2049.0,600732
2018-02-13 13:30,5.81,5.76,5.81,5.75,2138.0,600732
2018-02-13 14:00,5.77,5.75,5.78,5.73,1773.0,600732
2018-02-13 14:30,5.75,5.74,5.77,5.73,1620.0,600732
2018-02-13 15:00,5.74,5.76,5.76,5.72,3259.0,600732
2018-02-14 10:00,5.76,5.76,5.77,5.72,2051.0,600732
2018-02-14 10:30,5.76,5.87,5.93,5.76,6681.0,600732
2018-02-14 11:00,5.87,5.87,5.89,5.84,2398.0,600732
2018-02-14 11:30,5.87,5.88,5.89,5.85,1186.0,600732
2018-02-14 13:30,5.87,5.87,5.87,5.85,441.0,600732
2018-02-14 14:00,5.87,5.88,5.88,5.86,912.0,600732
2018-02-14 14:30,5.88,5.89,5.91,5.87,1146.0,600732
2018-02-14 15:00,5.89,5.92,5.92,5.87,3132.0,600732
2018-02-22 10:00,5.95,5.91,5.97,5.91,6468.0,600732
2018-02-22 10:30,5.91,5.92,5.94,5.88,5099.0,600732
2018-02-22 11:00,5.92,5.92,5.93,5.91,1767.0,600732
2018-02-22 11:30,5.92,5.92,5.93,5.91,1360.0,600732
2018-02-22 13:30,5.92,5.94,5.94,5.92,2359.0,600732
2018-02-22 14:00,5.94,5.93,5.94,5.92,2743.0,600732
2018-02-22 14:30,5.93,5.9,5.93,5.9,3390.0,600732
2018-02-22 15:00,5.92,5.91,5.92,5.9,2704.0,600732
2018-02-23 10:00,5.91,6.02,6.1,5.9,8602.0,600732
2018-02-23 10:30,6.02,6.03,6.07,6.01,6030.0,600732
2018-02-23 11:00,6.04,5.97,6.05,5.97,3089.0,600732
2018-02-23 11:30,5.97,5.96,5.99,5.96,1328.0,600732
2018-02-23 13:30,5.97,5.96,5.97,5.93,1319.0,600732
2018-02-23 14:00,5.96,5.99,5.99,5.96,1156.0,600732
2018-02-23 14:30,5.99,5.96,5.99,5.96,1034.0,600732
2018-02-23 15:00,5.96,5.96,6.0,5.95,3544.0,600732
2018-02-26 10:00,5.99,5.99,6.09,5.96,4828.0,600732
2018-02-26 10:30,5.99,6.07,6.08,5.98,4563.0,600732
2018-02-26 11:00,6.07,6.12,6.15,6.06,5222.0,600732
2018-02-26 11:30,6.12,6.15,6.2,6.1,6302.0,600732
2018-02-26 13:30,6.15,6.16,6.21,6.12,6018.0,600732
2018-02-26 14:00,6.16,6.14,6.17,6.13,922.0,600732
2018-02-26 14:30,6.14,6.17,6.17,6.12,1889.0,600732
2018-02-26 15:00,6.17,6.15,6.17,6.13,1721.0,600732
2018-02-27 10:00,6.16,6.3,6.33,6.12,11675.0,600732
2018-02-27 10:30,6.32,6.28,6.33,6.27,2060.0,600732
2018-02-27 11:00,6.28,6.28,6.3,6.26,1447.0,600732
2018-02-27 11:30,6.28,6.27,6.28,6.25,2531.0,600732
2018-02-27 13:30,6.29,6.26,6.29,6.25,2033.0,600732
2018-02-27 14:00,6.26,6.29,6.3,6.25,2975.0,600732
2018-02-27 14:30,6.29,6.3,6.38,6.29,3430.0,600732
2018-02-27 15:00,6.3,6.32,6.35,6.3,2184.0,600732
2018-02-28 10:00,6.29,6.38,6.39,6.22,7573.0,600732
2018-02-28 10:30,6.38,6.49,6.53,6.38,6446.0,600732
2018-02-28 11:00,6.49,6.5,6.54,6.49,4170.0,600732
2018-02-28 11:30,6.5,6.47,6.52,6.46,2065.0,600732
2018-02-28 13:30,6.47,6.48,6.48,6.43,1819.0,600732
2018-02-28 14:00,6.48,6.45,6.48,6.43,1141.0,600732
2018-02-28 14:30,6.45,6.5,6.5,6.45,1793.0,600732
2018-02-28 15:00,6.5,6.48,6.53,6.43,3834.0,600732
2018-03-01 10:00,6.44,6.49,6.63,6.43,11764.0,600732
2018-03-01 10:30,6.49,6.53,6.53,6.46,6254.0,600732
2018-03-01 11:00,6.53,6.51,6.53,6.5,4656.0,600732
2018-03-01 11:30,6.51,6.53,6.53,6.5,3513.0,600732
2018-03-01 13:30,6.53,6.55,6.57,6.52,2801.0,600732
2018-03-01 14:00,6.55,6.53,6.56,6.52,1744.0,600732
2018-03-01 14:30,6.53,6.54,6.55,6.53,2598.0,600732
2018-03-01 15:00,6.54,6.57,6.57,6.53,3104.0,600732
2018-03-02 10:00,6.41,6.51,6.56,6.41,11148.0,600732
2018-03-02 10:30,6.51,6.51,6.52,6.48,3551.0,600732
2018-03-02 11:00,6.51,6.49,6.51,6.48,2690.0,600732
2018-03-02 11:30,6.49,6.52,6.52,6.47,4062.0,600732
2018-03-02 13:30,6.52,6.58,6.6,6.5,3961.0,600732
2018-03-02 14:00,6.58,6.5,6.58,6.5,2197.0,600732
2018-03-02 14:30,6.5,6.5,6.52,6.46,2770.0,600732
2018-03-02 15:00,6.5,6.56,6.56,6.49,3091.0,600732
2018-03-05 10:00,6.5,6.54,6.6,6.5,9144.0,600732
2018-03-05 10:30,6.54,6.56,6.57,6.51,2193.0,600732
2018-03-05 11:00,6.56,6.57,6.57,6.55,1482.0,600732
2018-03-05 11:30,6.57,6.57,6.57,6.55,836.0,600732
2018-03-05 13:30,6.57,6.57,6.57,6.54,1355.0,600732
2018-03-05 14:00,6.57,6.55,6.57,6.53,1578.0,600732
2018-03-05 14:30,6.55,6.55,6.6,6.53,1869.0,600732
2018-03-05 15:00,6.55,6.46,6.56,6.44,7647.0,600732
2018-03-06 10:00,6.45,6.51,6.52,6.44,6619.0,600732
2018-03-06 10:30,6.51,6.51,6.51,6.48,2402.0,600732
2018-03-06 11:00,6.51,6.53,6.53,6.5,2046.0,600732
2018-03-06 11:30,6.53,6.53,6.54,6.5,2154.0,600732
2018-03-06 13:30,6.53,6.61,6.61,6.52,4206.0,600732
2018-03-06 14:00,6.61,6.59,6.71,6.57,7792.0,600732
2018-03-06 14:30,6.59,6.61,6.64,6.58,941.0,600732
2018-03-06 15:00,6.61,6.63,6.64,6.6,2374.0,600732
2018-03-07 10:00,6.58,6.64,6.68,6.58,5618.0,600732
2018-03-07 10:30,6.64,6.65,6.66,6.63,2277.0,600732
2018-03-07 11:00,6.65,6.61,6.65,6.6,3368.0,600732
2018-03-07 11:30,6.61,6.59,6.63,6.59,2250.0,600732
2018-03-07 13:30,6.59,6.51,6.62,6.5,4278.0,600732
2018-03-07 14:00,6.51,6.51,6.52,6.49,2888.0,600732
2018-03-07 14:30,6.51,6.51,6.53,6.5,747.0,600732
2018-03-07 15:00,6.51,6.49,6.54,6.48,2807.0,600732
2018-03-08 10:00,6.42,6.53,6.55,6.42,4963.0,600732
2018-03-08 10:30,6.53,6.54,6.54,6.5,4739.0,600732
2018-03-08 11:00,6.54,6.54,6.57,6.53,1100.0,600732
2018-03-08 11:30,6.54,6.53,6.54,6.52,639.0,600732
2018-03-08 13:30,6.53,6.51,6.53,6.51,352.0,600732
2018-03-08 14:00,6.51,6.48,6.51,6.47,2751.0,600732
2018-03-08 14:30,6.48,6.49,6.49,6.47,2634.0,600732
2018-03-08 15:00,6.49,6.51,6.52,6.47,5326.0,600732
2018-03-09 10:00,6.52,6.52,6.55,6.51,3176.0,600732
2018-03-09 10:30,6.52,6.51,6.54,6.49,2279.0,600732
2018-03-09 11:00,6.51,6.53,6.53,6.51,1162.0,600732
2018-03-09 11:30,6.53,6.53,6.55,6.51,1878.0,600732
2018-03-09 13:30,6.53,6.53,6.54,6.5,2689.0,600732
2018-03-09 14:00,6.53,6.51,6.54,6.5,2569.0,600732
2018-03-09 14:30,6.51,6.52,6.53,6.5,4344.0,600732
2018-03-09 15:00,6.52,6.52,6.53,6.51,2797.0,600732
2018-03-12 10:00,6.54,6.55,6.59,6.52,6144.0,600732
2018-03-12 10:30,6.55,6.51,6.55,6.5,3774.0,600732
2018-03-12 11:00,6.51,6.55,6.55,6.51,1960.0,600732
2018-03-12 11:30,6.55,6.54,6.56,6.53,1526.0,600732
2018-03-12 13:30,6.54,6.67,6.68,6.54,10467.0,600732
2018-03-12 14:00,6.67,6.63,6.67,6.63,3356.0,600732
2018-03-12 14:30,6.63,6.63,6.65,6.62,1227.0,600732
2018-03-12 15:00,6.63,6.64,6.64,6.63,1046.0,600732
2018-03-13 10:00,6.62,6.69,6.74,6.6,6663.0,600732
2018-03-13 10:30,6.69,6.69,6.71,6.66,1949.0,600732
2018-03-13 11:00,6.69,6.73,6.73,6.69,1935.0,600732
2018-03-13 11:30,6.73,6.69,6.73,6.68,1424.0,600732
2018-03-13 13:30,6.69,6.7,6.7,6.67,1179.0,600732
2018-03-13 14:00,6.7,6.67,6.7,6.66,1985.0,600732
2018-03-13 14:30,6.67,6.65,6.67,6.64,1867.0,600732
2018-03-13 15:00,6.65,6.61,6.66,6.6,2394.0,600732
2018-03-14 10:00,6.61,6.58,6.61,6.56,4832.0,600732
2018-03-14 10:30,6.58,6.61,6.61,6.57,1221.0,600732
2018-03-14 11:00,6.61,6.59,6.64,6.59,1793.0,600732
2018-03-14 11:30,6.59,6.55,6.61,6.55,7914.0,600732
2018-03-14 13:30,6.55,6.45,6.56,6.45,5128.0,600732
2018-03-14 14:00,6.45,6.47,6.5,6.4,11467.0,600732
2018-03-14 14:30,6.47,6.46,6.48,6.44,1772.0,600732
2018-03-14 15:00,6.46,6.35,6.47,6.34,8854.0,600732
2018-03-15 10:00,6.35,6.39,6.45,6.3,5290.0,600732
2018-03-15 10:30,6.39,6.39,6.42,6.37,5709.0,600732
2018-03-15 11:00,6.39,6.32,6.39,6.3,6434.0,600732
2018-03-15 11:30,6.32,6.37,6.39,6.3,4124.0,600732
2018-03-15 13:30,6.37,6.37,6.39,6.37,2216.0,600732
2018-03-15 14:00,6.37,6.34,6.37,6.33,3305.0,600732
2018-03-15 14:30,6.34,6.36,6.39,6.33,2134.0,600732
2018-03-15 15:00,6.36,6.4,6.4,6.35,3628.0,600732
