===============================================================================
Id,,len,datetime,open,high,low,close,volume,openinterest,TestStrategy,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus,DrawDown,len,drawdown,maxdrawdown
744,,744,2020-03-06 15:00:00,78.79595676282294,78.98074115908234,78.61117236656355,78.68897632288329,10713200.0,0.0,TestStrategy,744,737490.625,Broker,744,857222.729850413,998862.887231603,BuySell,744,,,Trades - Net Profit/Loss,744,,,DrawDown,744,3.5137474983432146,4.0751634780672354
745,,745,2020-03-09 10:30:00,76.74387741488964,76.83140686574936,76.36458312783087,76.38403411691083,47954700.0,0.0,TestStrategy,745,737493.4375,Broker,745,857222.729850413,994713.9912608525,BuySell,745,,,Trades - Net Profit/Loss,745,,,DrawDown,745,3.9145146400141,4.0751634780672354
746,,746,2020-03-09 11:30:00,76.38403411691083,76.41321060053072,75.96583785169219,76.16034774249154,22264900.0,0.0,TestStrategy,746,737493.4791666666,Broker,746,857222.729850413,994311.3557868978,BuySell,746,,,Trades - Net Profit/Loss,746,,,DrawDown,746,3.953407653762755,4.0751634780672354
747,,747,2020-03-09 14:00:00,76.16034774249154,76.24787719335127,75.87830840083245,76.0825437861718,17075800.0,0.0,TestStrategy,747,737493.5833333334,Broker,747,857222.729850413,994171.3086655223,BuySell,747,,,Trades - Net Profit/Loss,747,,,DrawDown,747,3.9669356585448967,4.0751634780672354
748,,748,2020-03-09 15:00:00,76.09226928071176,76.35485763329092,75.94638686261224,75.99501433531208,18212900.0,0.0,TestStrategy,748,737493.625,Broker,748,857222.729850413,994013.7556539748,BuySell,748,,,Trades - Net Profit/Loss,748,,,DrawDown,748,3.9821546639247978,4.0751634780672354
749,,749,2020-03-10 10:30:00,75.99501433531208,77.47328950538726,75.73242598273295,76.01446532439202,30137700.0,0.0,TestStrategy,749,737494.4375,Broker,749,857222.729850413,994048.7674343187,BuySell,749,,,Trades - Net Profit/Loss,749,,,DrawDown,749,3.9787726627292677,4.0751634780672354
750,,750,2020-03-10 11:30:00,76.01446532439202,76.75360290942962,75.70324949911304,76.75360290942962,12629300.0,0.0,TestStrategy,750,737494.4791666666,Broker,750,857222.729850413,995379.2150873863,BuySell,750,,,Trades - Net Profit/Loss,750,,,DrawDown,750,3.8502566172989434,4.0751634780672354
751,,751,2020-03-10 14:00:00,76.76332840396958,77.3371325818277,76.76332840396958,76.91893631660906,18245600.0,0.0,TestStrategy,751,737494.5833333334,Broker,751,857222.729850413,995676.8152203094,BuySell,751,,,Trades - Net Profit/Loss,751,,,DrawDown,751,3.8215096071368895,4.0751634780672354
752,,752,2020-03-10 15:00:00,76.92866181114903,77.12317170194841,76.88003433844919,77.0064657674688,10687300.0,0.0,TestStrategy,752,737494.625,Broker,752,857222.729850413,995834.3682318568,BuySell,752,,,Trades - Net Profit/Loss,752,,,DrawDown,752,3.8062906017569884,4.0751634780672354
753,,753,2020-03-11 10:30:00,77.0064657674688,77.04536774562867,76.43266158961066,76.57854400771018,22808600.0,0.0,TestStrategy,753,737495.4375,Broker,753,857222.729850413,995064.1090642913,BuySell,753,,,Trades - Net Profit/Loss,753,,,DrawDown,753,3.8806946280587566,4.0751634780672354
754,,754,2020-03-11 11:30:00,76.56881851317021,76.73415192034967,76.44238708415062,76.59799499679012,9169800.0,0.0,TestStrategy,754,737495.4791666666,Broker,754,857222.729850413,995099.1208446353,BuySell,754,,,Trades - Net Profit/Loss,754,,,DrawDown,754,3.877312626863216,4.0751634780672354
755,,755,2020-03-11 14:00:00,76.58826950225014,76.59799499679012,76.01446532439202,76.07281829163183,14301700.0,0.0,TestStrategy,755,737495.5833333334,Broker,755,857222.729850413,994153.8027753504,BuySell,755,,,Trades - Net Profit/Loss,755,,,DrawDown,755,3.968626659142656,4.0751634780672354
756,,756,2020-03-11 15:00:00,76.05336730255189,76.21870070973137,76.00473982985206,76.00473982985206,12860600.0,0.0,TestStrategy,756,737495.625,Broker,756,857222.729850413,994031.2615441468,BuySell,756,,,Trades - Net Profit/Loss,756,,,DrawDown,756,3.980463663327027,4.0751634780672354
757,,757,2020-03-12 10:30:00,75.1294453212549,75.35313169567418,74.487562681617,74.51673916523691,41888900.0,0.0,TestStrategy,757,737496.4375,Broker,757,857222.729850413,991352.8603478395,BuySell,757,,,Trades - Net Profit/Loss,757,,,DrawDown,757,4.239186754785447,4.239186754785447
758,,758,2020-03-12 11:30:00,74.52646465977686,74.98356290315537,74.52646465977686,74.7015235614963,14648000.0,0.0,TestStrategy,758,737496.4791666666,Broker,758,857222.729850413,991685.4722611064,BuySell,758,,,Trades - Net Profit/Loss,758,,,DrawDown,758,4.207057743427874,4.239186754785447
759,,759,2020-03-12 14:00:00,74.72097455057623,74.8863079577557,74.47783718707703,74.60426861609662,16562600.0,0.0,TestStrategy,759,737496.5833333334,Broker,759,857222.729850413,991510.413359387,BuySell,759,,,Trades - Net Profit/Loss,759,,,DrawDown,759,4.223967749405545,4.239186754785447
760,,760,2020-03-12 15:00:00,74.60426861609662,74.80850400143596,74.4292097143772,74.54591564885682,17030100.0,0.0,TestStrategy,760,737496.625,Broker,760,857222.729850413,991405.3780183553,BuySell,760,,,Trades - Net Profit/Loss,760,,,DrawDown,760,4.234113752992147,4.239186754785447
761,,761,2020-03-13 10:30:00,70.15971761133112,71.92003212306538,70.15971761133112,71.92003212306538,58320300.0,0.0,TestStrategy,761,737497.4375,Broker,761,857222.729850413,986678.7876719307,BuySell,761,,,Trades - Net Profit/Loss,761,,,DrawDown,761,4.690683914389358,4.690683914389358
762,,762,2020-03-13 11:30:00,71.92975761760533,72.29932641012414,71.36567893428717,71.41430640698704,17184600.0,0.0,TestStrategy,762,737497.4791666666,Broker,762,857222.729850413,985768.4813829897,BuySell,762,,,Trades - Net Profit/Loss,762,,,DrawDown,762,4.778615945473269,4.778615945473269
763,,763,2020-03-13 14:00:00,71.36567893428717,73.87485652559899,71.36567893428717,72.71752267534276,23762200.0,0.0,TestStrategy,763,737497.5833333334,Broker,763,857222.729850413,988114.27066603,BuySell,763,,,Trades - Net Profit/Loss,763,,,DrawDown,763,4.552021865372433,4.778615945473269
764,,764,2020-03-13 15:00:00,72.73697366442272,72.94120904976205,72.31877739920408,72.65916970810297,17349200.0,0.0,TestStrategy,764,737497.625,Broker,764,857222.729850413,988009.2353249984,BuySell,764,,,Trades - Net Profit/Loss,764,,,DrawDown,764,4.562167868959033,4.778615945473269
765,,765,2020-03-16 10:30:00,72.45493432276363,72.45493432276363,71.10309058170805,71.13226706532795,31887800.0,0.0,TestStrategy,765,737500.4375,Broker,765,857222.729850413,985260.8105680033,BuySell,765,,,Trades - Net Profit/Loss,765,,,DrawDown,765,4.827654962808524,4.827654962808524
766,,766,2020-03-16 11:30:00,71.14199255986792,71.5115613523867,71.00583563630836,71.25869849434753,11871000.0,0.0,TestStrategy,766,737500.4791666666,Broker,766,857222.729850413,985488.3871402387,BuySell,766,,,Trades - Net Profit/Loss,766,,,DrawDown,766,4.805671955037541,4.827654962808524
767,,767,2020-03-16 14:00:00,71.2392475052676,71.27814948342747,70.32505101851058,70.37367849121043,22917400.0,0.0,TestStrategy,767,737500.5833333334,Broker,767,857222.729850413,983895.3511345919,BuySell,767,,,Trades - Net Profit/Loss,767,,,DrawDown,767,4.959553009434377,4.959553009434377
768,,768,2020-03-16 15:00:00,70.38340398575039,70.43203145845023,69.83877629151216,70.02356068777156,31241300.0,0.0,TestStrategy,768,737500.625,Broker,768,983881.1844929701,983881.1844929701,BuySell,768,,71.48851193032698,Trades - Net Profit/Loss,768,,-10446.933183767294,DrawDown,768,4.96092145166813,4.96092145166813
769,,769,2020-03-17 10:30:00,69.68316837887268,70.98638464722842,68.95375628837506,69.38167804813367,50427500.0,0.0,TestStrategy,769,737501.4375,Broker,769,829790.8380214944,982430.5297273885,BuySell,769,67.91944994404943,,Trades - Net Profit/Loss,769,,,DrawDown,769,5.1010490345364525,5.1010490345364525
770,,770,2020-03-17 11:30:00,69.4011290372136,70.31532552397061,69.38167804813367,70.31532552397061,17349000.0,0.0,TestStrategy,770,737501.4791666666,Broker,770,982435.151282394,982435.151282394,BuySell,770,,71.37005540683016,Trades - Net Profit/Loss,770,,-1446.0332105762775,DrawDown,770,5.100602610378637,5.1010490345364525
771,,771,2020-03-17 14:00:00,70.50010992023,70.92803167998862,69.92630574237188,69.93603123691184,15944900.0,0.0,TestStrategy,771,737501.5833333334,Broker,771,848451.4548817449,981329.9142318774,BuySell,771,68.8774111562363,,Trades - Net Profit/Loss,771,,,DrawDown,771,5.20736419146599,5.20736419146599
772,,772,2020-03-17 15:00:00,69.93603123691184,70.20834508403095,69.71234486249259,70.15971761133112,11370700.0,0.0,TestStrategy,772,737501.625,Broker,772,848451.4548817449,981754.918343274,BuySell,772,,,Trades - Net Profit/Loss,772,,,DrawDown,772,5.166310454731303,5.20736419146599
773,,773,2020-03-18 10:30:00,70.53901189838989,70.87940420728877,70.05273717139147,70.12081563317123,21969300.0,0.0,TestStrategy,773,737502.4375,Broker,773,848451.4548817449,981681.0045847703,BuySell,773,,,Trades - Net Profit/Loss,773,,,DrawDown,773,5.173450235032985,5.20736419146599
774,,774,2020-03-18 11:30:00,70.14026662225119,70.55846288746982,70.0721881604714,70.42230596391026,8296200.0,0.0,TestStrategy,774,737502.4791666666,Broker,774,848451.4548817449,982253.8362131744,BuySell,774,,,Trades - Net Profit/Loss,774,,,DrawDown,774,5.118116937694932,5.20736419146599
775,,775,2020-03-18 14:00:00,70.4417569529902,70.46120794207013,68.97320727745499,69.05101123377473,18917900.0,0.0,TestStrategy,775,737502.5833333334,Broker,775,848451.4548817449,979648.3762259169,BuySell,775,,,Trades - Net Profit/Loss,775,,,DrawDown,775,5.369794193329319,5.369794193329319
