date,amount,close,code,high,low,open,turnoverratio,volume
2019-01-14 14:00,{},1.03,501040,1.04,1.03,1.04,0.0,113.0
2019-01-14 15:00,{},1.03,501040,1.03,1.03,1.03,0.0,204.0
2019-01-15 10:30,{},1.03,501040,1.03,1.03,1.03,0.0,570.0
2019-01-15 11:30,{},1.03,501040,1.03,1.03,1.03,0.0,950.0
2019-01-15 14:00,{},1.03,501040,1.03,1.03,1.03,0.0,1011.0
2019-01-15 15:00,{},1.03,501040,1.03,1.03,1.03,0.0,2012.0
2019-01-16 10:30,{},1.03,501040,1.03,1.03,1.03,0.0,5097.0
2019-01-16 11:30,{},1.03,501040,1.03,1.03,1.03,0.0,2790.0
2019-01-16 14:00,{},1.03,501040,1.03,1.03,1.03,0.0,1142.0
2019-01-16 15:00,{},1.03,501040,1.03,1.03,1.03,0.0,296.0
2019-01-17 11:30,{},1.03,501040,1.04,1.03,1.04,0.0,200.0
2019-01-17 14:00,{},1.03,501040,1.03,1.03,1.03,0.0,176.0
2019-01-17 15:00,{},1.03,501040,1.03,1.03,1.03,0.0,0.0
2019-01-18 10:30,{},1.03,501040,1.04,1.03,1.03,0.0,594.0
2019-01-18 11:30,{},1.03,501040,1.03,1.03,1.03,0.0,2250.0
2019-01-18 14:00,{},1.03,501040,1.03,1.03,1.03,0.0,1173.0
2019-01-18 15:00,{},1.03,501040,1.04,1.03,1.03,0.0,6075.0
2019-01-21 10:30,{},1.03,501040,1.03,1.03,1.03,0.0,441.0
2019-01-21 11:30,{},1.03,501040,1.03,1.03,1.03,0.0,230.0
2019-01-21 14:00,{},1.03,501040,1.03,1.03,1.03,0.0,543.0
2019-01-21 15:00,{},1.03,501040,1.03,1.03,1.03,0.0,564.0
2019-01-22 10:30,{},1.03,501040,1.03,1.03,1.03,0.0,500.0
2019-01-22 11:30,{},1.03,501040,1.03,1.03,1.03,0.0,2852.0
2019-01-22 14:00,{},1.03,501040,1.03,1.03,1.03,0.0,1805.0
2019-01-23 10:30,{},1.03,501040,1.04,1.03,1.03,0.0,2130.0
2019-01-23 15:00,{},1.04,501040,1.04,1.03,1.03,0.0,23.0
2019-01-24 10:30,{},1.03,501040,1.04,1.03,1.03,0.0,1662.0
2019-01-24 11:30,{},1.03,501040,1.04,1.03,1.03,0.0,8014.0
2019-01-24 14:00,{},1.03,501040,1.03,1.03,1.03,0.0,800.0
2019-01-24 15:00,{},1.04,501040,1.04,1.03,1.03,0.0,97.0
2019-01-25 11:30,{},1.04,501040,1.04,1.04,1.04,0.0,39.0
2019-01-25 14:00,{},1.04,501040,1.04,1.04,1.04,0.0,208.0
2019-01-25 15:00,{},1.04,501040,1.04,1.03,1.04,0.0,2738.0
2019-01-28 10:30,{},1.04,501040,1.14,1.04,1.14,0.0,511.0
