,510300,510500,512290,512660,512760,512800,512880,513500,持仓金额,发生金额,账面现金,基金申赎,总资产,份额确认,基金份额,基金净值
2018/12/3,347831.2,30416.4,0,80788.4,0,20181,0,18720,497937,127096.53,127096.53,0,625033.53,0,767037.2855,0.814867206
2018/12/4,348355.2,30536.1,0,80427.2,0,20244,0,18397.6,497960.1,127096.53,127096.53,0,625056.63,0,767037.2855,0.814897322
2018/12/5,346783.2,30334.5,0,79704.8,0,20118,0,18033.6,494974.1,127586.53,127586.53,0,622560.63,0,767037.2855,0.811643243
2018/12/6,339761.6,29679.3,0,79102.8,0,19908,0,17773.6,486225.3,127586.53,127586.53,0,613811.83,0,767037.2855,0.800237279
2018/12/7,339028,29685.6,0,78982.4,0,19845,0,17898.4,485439.4,127586.53,127586.53,0,613025.93,0,767037.2855,0.799212687
2018/12/10,335884,29320.2,0,77658,0,19698,0,17399.2,479959.4,127586.53,127586.53,0,607545.93,0,767037.2855,0.792068315
2018/12/11,337246.4,29635.2,0,78139.6,0,19677,0,17555.2,482253.4,127586.53,127586.53,0,609839.93,0,767037.2855,0.795059043
2018/12/12,338399.2,29565.9,0,77898.8,0,19698,0,17638.4,483200.3,127586.53,127586.53,0,610786.83,0,767037.2855,0.796293533
2018/12/13,344163.2,30006.9,0,78982.4,0,19866,0,17680,490698.5,127586.53,127586.53,0,618285.03,0,767037.2855,0.806069068
2018/12/14,357551.6,29358,0,77778.4,0,19635,0,17503.2,501826.2,148116.69,148116.69,40000,649942.89,49623.5392,816660.8247,0.79585413
2018/12/17,357108.4,29200.5,0,77658,0,19614,0,17357.6,500938.5,148116.69,148116.69,0,649055.19,0,816660.8247,0.794767142
2018/12/18,371774.4,28986.3,0,76935.6,0,19446,0,16983.2,514125.5,128874.92,128874.92,0,643000.42,0,816660.8247,0.787353085
2018/12/19,367920,28564.2,0,75731.6,0,19278,0,16941.6,508435.4,68874.92,68874.92,-60000,577310.32,-76204.69281,740456.1319,0.779668498
2018/12/20,365233.6,28740.6,0,75611.2,0,18942,0,16567.2,505094.6,68927.45,68927.45,0,574022.05,0,740456.1319,0.775227627
2018/12/21,360678.4,28589.4,0,74648,0,18690,0,16515.2,499121,68927.45,68927.45,0,568048.45,0,740456.1319,0.767160167
2018/12/24,361496,28835.1,0,75490.8,0,18690,0,16172,500683.9,68927.45,68927.45,0,569611.35,0,740456.1319,0.769270893
2018/12/25,359276.8,28457.1,0,75129.6,0,18606,0,15589.6,497059.1,68927.45,68927.45,0,565986.55,0,740456.1319,0.764375532
2018/12/26,357291.2,28356.3,0,74527.6,0,18564,0,15558.4,494297.5,68927.45,68927.45,0,563224.95,0,740456.1319,0.760645939
2018/12/27,356473.6,28003.5,0,74046,0,18648,0,16296.8,493467.9,68927.45,68927.45,0,562395.35,0,740456.1319,0.759525549
2018/12/28,357291.2,28041.3,0,74166.4,0,18753,0,16390.4,494642.3,68927.45,68927.45,0,563569.75,0,740456.1319,0.761111598
2019/1/2,352385.6,27776.7,0,74527.6,0,18459,0,16359.2,489508.1,68927.45,68927.45,0,558435.55,0,740456.1319,0.754177764
2019/1/3,412725.6,27707.4,0,76333.6,0,18585,0,16348.8,551700.4,68589.35,68589.35,60000,620289.75,79556.84038,820012.9723,0.756438948
2019/1/4,423259.2,28463.4,0,77778.4,0,19005,0,16328,564834,68589.35,68589.35,0,633423.35,0,820012.9723,0.77245528
2019/1/7,425037.6,28954.8,0,80788.4,0,18942,0,16712.8,570435.6,68589.35,68589.35,0,639024.95,0,820012.9723,0.779286391
2019/1/8,425037.6,28891.8,0,79584.4,0,18837,0,16900,569250.8,68589.35,68589.35,0,637840.15,0,820012.9723,0.777841536
2019/1/9,428184,28872.9,0,79102.8,0,19026,0,17045.6,572231.3,68589.35,68589.35,0,640820.65,0,820012.9723,0.781476235
2019/1/10,428594.4,28923.3,0,78621.2,0,18963,0,16858.4,571960.3,68589.35,68589.35,0,640549.65,0,820012.9723,0.781145752
2019/1/11,431740.8,29074.5,0,80066,0,19152,0,17004,577037.3,68589.35,68589.35,0,645626.65,0,820012.9723,0.787337118
2019/1/14,428047.2,28923.3,0,79223.2,0,19005,0,16858.4,572057.1,68589.35,68589.35,0,640646.45,0,820012.9723,0.781263799
2019/1/15,436118.4,29326.5,0,79945.6,0,19215,0,16962.4,581567.9,68589.35,68589.35,0,650157.25,0,820012.9723,0.792862152
2019/1/16,428047.2,29276.1,0,79343.6,0,19236,0,17056,572958.9,68589.35,68589.35,0,641548.25,0,820012.9723,0.782363538
2019/1/17,425721.6,29043,0,78380.4,0,19173,0,16972.8,569290.8,68589.35,68589.35,0,637880.15,0,820012.9723,0.777890316
2019/1/18,433108.8,29351.7,0,78982.4,0,19488,0,17295.2,578226.1,76660.55,76660.55,0,654886.65,0,820012.9723,0.798629622
2019/1/21,435434.4,29458.8,0,79464,0,19530,0,17451.2,581338.4,76660.55,76660.55,0,657998.95,0,820012.9723,0.80242505
2019/1/22,429962.4,29030.4,0,78260,0,19341,0,17388.8,573982.6,76660.55,76660.55,0,650643.15,0,820012.9723,0.793454704
2019/1/23,428868,29061.9,0,78380.4,0,19425,0,17253.6,572988.9,76660.55,76660.55,0,649649.45,0,820012.9723,0.792242894
2019/1/24,432151.2,29263.5,0,79343.6,0,19572,0,17264,577594.3,76660.55,76660.55,0,654254.85,0,820012.9723,0.797859146
2019/1/25,435434.4,29118.6,0,78862,0,19887,0,17316,580618,76660.55,76660.55,0,657278.55,0,820012.9723,0.801546527
2019/1/28,434887.2,29017.8,0,78500.8,0,19887,0,17253.6,579546.4,76660.55,76660.55,0,656206.95,0,820012.9723,0.800239718
2019/1/29,436802.4,28633.5,0,77056,0,20034,0,17160,579685.9,76660.55,76660.55,0,656346.45,0,820012.9723,0.800409838
2019/1/30,433929.6,28425.6,0,77176.4,0,19950,0,17149.6,576631.2,76660.55,76660.55,0,653291.75,0,820012.9723,0.796684653
2019/1/31,438033.6,28242.9,0,76574.4,0,20307,0,17357.6,580515.5,76660.55,76660.55,0,657176.05,0,820012.9723,0.801421529
2019/2/1,445284,29093.4,0,78260,0,20349,0,17586.4,590572.8,76660.55,76660.55,0,667233.35,0,820012.9723,0.813686335
2019/2/11,451440,29723.4,0,79825.2,0,20349,0,17659.2,598996.8,76660.55,76660.55,0,675657.35,0,820012.9723,0.823959343
2019/2/12,454723.2,29880.9,0,80547.6,0,20349,0,17773.6,603274.3,76660.55,76660.55,0,679934.85,0,820012.9723,0.829175724
2019/2/13,464162.4,30429,0,82233.2,0,20643,0,17960.8,615428.4,76660.55,76660.55,0,692088.95,0,820012.9723,0.843997563
2019/2/14,464709.6,30555,0,82353.6,0,20496,0,18002.4,616116.6,76660.55,76660.55,0,692777.15,0,820012.9723,0.844836818
2019/2/15,457048.8,30340.8,0,81631.2,0,20118,0,17888,607026.8,76660.55,76660.55,0,683687.35,0,820012.9723,0.833751871
2019/2/18,470318.4,31537.8,0,85002.4,0,20517,0,18179.2,625554.8,76660.55,76660.55,0,702215.35,0,820012.9723,0.856346636
2019/2/19,469087.2,31399.2,0,86206.4,0,20475,0,18179.2,625347,76660.55,76660.55,0,702007.55,0,820012.9723,0.856093225
2019/2/20,470318.4,31336.2,0,85604.4,0,20559,0,18064.8,625882.8,76660.55,76660.55,0,702543.35,0,820012.9723,0.856746629
2019/2/21,469771.2,31367.7,0,84641.2,0,20412,0,18137.6,624329.7,76660.55,76660.55,0,700990.25,0,820012.9723,0.854852635
2019/2/22,482356.8,32356.8,0,86567.6,0,20685,0,18085.6,640051.8,76660.55,76660.55,0,716712.35,0,820012.9723,0.874025624
2019/2/25,516420,34517.7,0,92106,0,22029,0,18096,683168.7,76660.55,76660.55,0,759829.25,0,820012.9723,0.926606378
2019/2/26,504792,34057.8,0,90300,0,21567,0,18023.2,668740,76660.55,76660.55,0,745400.55,0,820012.9723,0.909010681
2019/2/27,502056,33786.9,0,91744.8,0,21882,0,18012.8,667482.5,76660.55,76660.55,0,744143.05,0,820012.9723,0.907477168
2019/2/28,501098.4,33818.4,0,91383.6,0,21756,0,17971.2,666027.6,76660.55,76660.55,0,742688.15,0,820012.9723,0.905702928
2019/3/1,399218.4,34221.6,0,91865.2,0,22470,0,18127.2,565902.4,187327.34,187327.34,0,753229.74,0,820012.9723,0.918558322
2019/3/4,403383.6,34687.8,0,93189.6,0,22596,0,18200,572057,187327.34,187327.34,0,759384.34,0,820012.9723,0.926063813
2019/3/5,406801.2,35695.8,0,95236.4,0,22533,0,18064.8,578331.2,187327.34,187327.34,0,765658.54,0,820012.9723,0.933715156
2019/3/6,409578,36395.1,0,95958.8,0,22659,0,18044,582634.9,187327.34,187327.34,0,769962.24,0,820012.9723,0.938963487
2019/3/7,405092.4,36691.2,0,94995.6,0,22281,0,17898.4,576958.6,187327.34,187327.34,0,764285.94,0,820012.9723,0.93204128
2019/3/8,390994.8,35481.6,0,92346.8,0,21420,0,17773.6,558016.8,187327.34,187327.34,0,745344.14,0,820012.9723,0.908941889
2019/3/11,396228,36779.4,0,95718,0,21525,0,17846.4,568096.8,187327.34,187327.34,0,755424.14,0,820012.9723,0.921234377
2019/3/12,398898,37377.9,0,99330,0,21588,0,18085.6,575279.5,187327.34,187327.34,0,762606.84,0,820012.9723,0.929993629
2019/3/13,396548.4,36495.9,0,96922,0,21588,0,18064.8,569619.1,187327.34,187327.34,0,756946.44,0,820012.9723,0.923090811
2019/3/14,393664.8,35645.4,0,94273.2,0,21567,0,18231.2,563381.6,187327.34,187327.34,0,750708.94,0,820012.9723,0.915484224
2019/3/15,398898,36036,0,94152.8,0,21693,0,18252,569031.8,187327.34,187327.34,0,756359.14,0,820012.9723,0.922374603
2019/3/18,411180,37188.9,0,95958.8,0,22071,0,18314.4,584713.1,187327.34,187327.34,0,772040.44,0,820012.9723,0.941497837
2019/3/19,408189.6,37119.6,0,97283.2,0,21903,0,18397.6,582893,187327.34,187327.34,0,770220.34,0,820012.9723,0.939278238
2019/3/20,408189.6,37125.9,0,95838.4,0,21924,0,18356,581433.9,187412.4,187412.4,0,768846.3,0,820012.9723,0.937602606
2019/3/21,408403.2,37535.4,0,96440.4,0,21840,0,18189.6,582408.6,187412.4,187412.4,0,769821,0,820012.9723,0.938791246
2019/3/22,408937.2,37938.6,0,96922,0,21735,0,18512,584044.8,187412.4,187412.4,0,771457.2,0,820012.9723,0.94078658
2019/3/25,398791.2,37390.5,0,101256.4,0,21231,0,18096,576765.1,187412.4,187412.4,0,764177.5,0,820012.9723,0.931909038
2019/3/26,394626,36269.1,0,96320,0,21126,0,18200,566541.1,187412.4,187412.4,0,753953.5,0,820012.9723,0.919440942
2019/3/27,398043.6,36716.4,0,95116,0,21315,0,18335.2,569526.2,187412.4,187412.4,0,756938.6,0,820012.9723,0.923081251
2019/3/28,396975.6,36199.8,0,94754.8,0,21168,0,18200,567298.2,187412.4,187412.4,0,754710.6,0,820012.9723,0.92036422
2019/3/29,413209.2,37434.6,0,98607.6,0,21819,0,18324.8,589395.2,187412.4,187412.4,0,776807.6,0,820012.9723,0.947311355
2019/4/1,423889.2,38915.1,0,103544,0,22197,0,18480.8,607026.1,187412.4,187412.4,0,794438.5,0,820012.9723,0.968812113
2019/4/2,423141.6,38883.6,0,103544,0,22239,0,18595.2,606403.4,187412.4,187412.4,0,793815.8,0,820012.9723,0.968052734
2019/4/3,428802,39337.2,0,104386.8,0,22449,0,18699.2,613674.2,187412.4,187412.4,0,801086.6,0,820012.9723,0.976919423
2019/4/4,433821.6,39696.3,0,104627.6,0,22806,0,18688.8,619640.3,187412.4,187412.4,0,807052.7,0,820012.9723,0.98419504
2019/4/8,431044.8,39249,0,102580.8,0,22932,0,18917.6,614724.2,187412.4,187412.4,0,802136.6,0,820012.9723,0.978199891
2019/4/9,433608,39419.1,0,102219.6,0,22743,0,18834.4,616824.1,187412.4,187412.4,0,804236.5,0,820012.9723,0.980760704
2019/4/10,434248.8,39324.6,0,101858.4,0,22638,0,18699.2,616769,187412.4,187412.4,0,804181.4,0,820012.9723,0.98069351
2019/4/11,426772.8,38656.8,0,99691.2,0,22428,0,18782.4,606331.2,187412.4,187412.4,0,793743.6,0,820012.9723,0.967964687
2019/4/12,425277.6,38556,0,99450.4,0,22512,0,18813.6,604609.6,187412.4,187412.4,0,792022,0,820012.9723,0.965865208
2019/4/15,422607.6,38045.7,0,99209.6,0,22596,0,18876,601334.9,187412.4,187412.4,0,788747.3,0,820012.9723,0.961871735
2019/4/16,435423.6,38946.6,0,100654.4,0,23478,0,18980,617482.6,187412.4,187412.4,0,804895,0,820012.9723,0.98156374
2019/4/17,434355.6,39015.9,0,100774.8,0,23352,0,18928,616426.3,187412.4,187412.4,0,803838.7,0,820012.9723,0.98027559
2019/4/18,433608,38883.6,0,101738,0,23163,0,18782.4,616175,187412.4,187412.4,0,803587.4,0,820012.9723,0.979969131
2019/4/19,440016,39217.5,0,101376.8,0,23373,0,18886.4,622869.7,187412.4,187412.4,0,810282.1,0,820012.9723,0.98813327
2019/4/22,429015.6,38574.9,0,100293.2,0,22722,0,18886.4,609492.1,187412.4,187412.4,0,796904.5,0,820012.9723,0.971819382
2019/4/23,428268,37850.4,0,96922,0,22743,0,18938.4,604721.8,187412.4,187412.4,0,792134.2,0,820012.9723,0.966002035
2019/4/24,428908.8,38222.1,0,97644.4,0,22827,0,19115.2,606717.5,187412.4,187412.4,0,794129.9,0,820012.9723,0.968435777
2019/4/25,420044.4,36861.3,0,93550.8,0,22554,0,19104.8,592115.3,187412.4,187412.4,0,779527.7,0,820012.9723,0.950628498
2019/4/26,414277.2,36521.1,0,93310,0,22218,0,19125.6,585451.9,187412.4,187412.4,0,772864.3,0,820012.9723,0.942502529
2019/4/29,415879.2,35620.2,0,90540.8,0,22554,0,19271.2,583865.4,187412.4,187412.4,0,771277.8,0,820012.9723,0.940567803
2019/4/30,416092.8,35733.6,0,91383.6,0,22659,0,19323.2,585192.2,187412.4,187412.4,0,772604.6,0,820012.9723,0.942185826
2019/5/6,392276.4,33100.2,0,84400.4,0,22008,0,19021.6,550806.6,187412.4,187412.4,0,738219,0,820012.9723,0.900252831
2019/5/7,395907.6,33390,0,85363.6,0,21987,0,19229.6,555877.8,187412.4,187412.4,0,743290.2,0,820012.9723,0.906437124
2019/5/8,412735.2,33245.1,0,85845.2,0,21651,0,18886.4,572362.9,165337.78,165337.78,0,737700.68,0,820012.9723,0.899620744
2019/5/9,406869.6,33005.7,0,86086,0,21189,0,18886.4,566036.7,165337.78,165337.78,0,731374.48,0,820012.9723,0.891905988
2019/5/10,419616,34120.8,0,89938.8,0,21651,0,18896.8,584223.4,165337.78,165337.78,0,749561.18,0,820012.9723,0.914084539
2019/5/13,312246,33623.1,0,189627.4,0,21336,0,18990.4,575822.9,164762.58,164762.58,0,740585.48,0,820012.9723,0.903138737
2019/5/14,310707,33490.8,0,188087.8,0,21273,0,18761.6,572320.2,164762.58,164762.58,0,737082.78,0,820012.9723,0.898867219
2019/5/15,317376,34158.6,0,190140.6,0,21630,0,18917.6,582222.8,164762.58,164762.58,0,746985.38,0,820012.9723,0.910943369
2019/5/16,318915,34467.3,0,192706.6,0,21630,0,18917.6,586636.5,164762.58,164762.58,0,751399.08,0,820012.9723,0.916325845
2019/5/17,311733,33390,0,186804.8,0,21357,0,19156.8,572441.6,164762.58,164762.58,0,737204.18,0,820012.9723,0.899015266
2019/5/20,308313,33138,0,190397.2,0,21378,0,19146.4,572372.6,164762.58,164762.58,0,737135.18,0,820012.9723,0.89893112
2019/5/21,312160.5,33692.4,0,192706.6,0,21546,0,19063.2,579168.7,164762.58,164762.58,0,743931.28,0,820012.9723,0.907218916
2019/5/22,311391,33585.3,0,191680.2,0,21462,0,19104.8,577223.3,164762.58,164762.58,0,741985.88,0,820012.9723,0.904846515
2019/5/23,306432,32936.4,0,189370.8,0,21336,0,18969.6,569044.8,164762.58,164762.58,0,733807.38,0,820012.9723,0.894872892
2019/5/24,306945,32753.7,0,184495.4,0,21483,0,18865.6,564542.7,164762.58,164762.58,0,729305.28,0,820012.9723,0.889382613
2019/5/27,310621.5,33465.6,0,191167,0,21546,0,18876,575676.1,164762.58,164762.58,0,740438.68,0,820012.9723,0.902959715
2019/5/28,312075,33396.3,0,190397.2,0,21546,0,18938.4,576352.9,164762.58,164762.58,0,741115.48,0,820012.9723,0.903785068
2019/5/29,312246,33408.9,0,191167,0,21483,0,18636.8,576941.7,164762.58,164762.58,0,741704.28,0,820012.9723,0.904503106
2019/5/30,312075,33308.1,0,189627.4,0,21462,0,18605.6,575078.1,164762.58,164762.58,0,739840.68,0,820012.9723,0.902230459
2019/5/31,310536,33144.3,0,189627.4,0,21399,0,18449.6,573156.3,164762.58,164762.58,0,737918.88,0,820012.9723,0.899886837
2019/6/3,311220,32886,0,187831.2,0,21441,0,18272.8,571651,164762.58,164762.58,0,736413.58,0,820012.9723,0.898051134
2019/6/4,308398.5,32445,0,183982.2,0,21441,0,18335.2,564601.9,164762.58,164762.58,0,729364.48,0,820012.9723,0.889454807
2019/6/5,307714.5,32331.6,0,182955.8,0,21567,0,18751.2,563320.1,164762.58,164762.58,0,728082.68,0,820012.9723,0.887891661
2019/6/6,305064,31607.1,0,179106.8,0,21525,0,18865.6,556168.5,164762.58,164762.58,0,720931.08,0,820012.9723,0.879170336
2019/6/10,308997,31941,0,180646.4,0,21840,0,19312.8,562737.2,164762.58,164762.58,0,727499.78,0,820012.9723,0.887180819
2019/6/11,318658.5,33264,0,186291.6,0,22113,0,19323.2,579650.3,164762.58,164762.58,0,744412.88,0,820012.9723,0.907806224
2019/6/12,253381.5,32911.2,0,183982.2,171478,22050,0,19208.8,683011.7,61592.73,61592.73,0,744604.43,0,820012.9723,0.908039818
2019/6/13,252902,33018.3,0,183982.2,169818,21987,0,19208.8,680916.3,61592.73,61592.73,0,742509.03,0,820012.9723,0.905484492
2019/6/14,251395,32520.6,0,182955.8,164174,21924,0,19302.4,672271.8,61592.73,61592.73,0,733864.53,0,820012.9723,0.894942586
2019/6/17,229562.5,32508,0,181159.6,162348,22071,0,19333.6,646982.7,83606.12,83606.12,0,730588.82,0,820012.9723,0.890947881
2019/6/18,230062.5,32432.4,0,179620,160854,22155,0,19302.4,644426.3,3606.12,3606.12,-80000,648032.42,-89792.00884,730220.9634,0.887447023
2019/6/19,233437.5,32848.2,0,182955.8,166996,22449,0,19468.8,658155.3,3606.12,3606.12,0,661761.42,0,730220.9634,0.906248181
2019/6/20,240187.5,33534.9,0,186548.2,169154,23016,0,19572.8,672013.4,3706.52,3706.52,0,675719.92,0,730220.9634,0.925363628
2019/6/21,240625,33969.6,0,189884,172142,22869,0,19562.4,679052,3706.52,3706.52,0,682758.52,0,730220.9634,0.935002628
2019/6/24,241000,33963.3,0,189114.2,172142,22806,0,19614.4,678639.9,3706.52,3706.52,0,682346.42,0,730220.9634,0.934438278
2019/6/25,238562.5,33629.4,0,188087.8,169320,22344,0,19531.2,671474.9,3706.52,3706.52,0,675181.42,0,730220.9634,0.92462618
2019/6/26,238625,33623.1,0,190910.4,170482,22260,0,19375.2,675275.7,3706.52,3706.52,0,678982.22,0,730220.9634,0.92983118
2019/6/27,241250,33912.9,0,191680.2,174798,22512,0,19448,683601.1,3706.52,3706.52,0,687307.62,0,730220.9634,0.941232386
2019/6/28,241187.5,33591.6,0,189370.8,171478,22407,0,19406.4,677441.3,3706.52,3706.52,0,681147.82,0,730220.9634,0.932796858
2019/7/1,247125,34517.7,0,193989.6,178948,22722,0,19874.4,697176.7,3706.52,3706.52,0,700883.22,0,730220.9634,0.959823471
2019/7/2,247500,34398,0,195785.8,175960,22638,0,19791.2,696073,3706.52,3706.52,0,699779.52,0,730220.9634,0.958312011
2019/7/3,245437.5,34202.7,0,198095.2,173470,22617,0,19853.6,693676,3706.52,3706.52,0,697382.52,0,730220.9634,0.955029443
2019/7/4,243812.5,34057.8,0,200661.2,171478,22617,0,20020,692646.5,3706.52,3706.52,0,696353.02,0,730220.9634,0.953619596
2019/7/5,245062.5,34227.9,0,199634.8,173304,22638,0,19988.8,694856,3706.52,3706.52,0,698562.52,0,730220.9634,0.956645392
2019/7/8,239437.5,33018.3,0,192450,165668,22197,0,19874.4,672645.2,3706.52,3706.52,0,676351.72,0,730220.9634,0.926228846
2019/7/9,238875,33056.1,0,192963.2,166830,22092,0,19780.8,673597.1,3706.52,3706.52,0,677303.62,0,730220.9634,0.927532424
2019/7/10,238937.5,32867.1,0,191936.8,168822,22029,0,19843.2,674435.6,3706.52,3706.52,0,678142.12,0,730220.9634,0.928680706
2019/7/11,239000,32879.7,0,191936.8,166830,22113,0,20020,672779.5,3706.52,3706.52,0,676486.02,0,730220.9634,0.926412763
2019/7/12,240937.5,33030.9,0,191680.2,167162,22407,0,20103.2,675320.8,3706.52,3706.52,0,679027.32,0,730220.9634,0.929892942
2019/7/15,241812.5,33396.3,0,196299,171312,22428,0,20196.8,685444.6,3706.52,3706.52,0,689151.12,0,730220.9634,0.943756965
2019/7/16,240812.5,33478.2,0,196812.2,172142,22302,0,20144.8,685691.7,3706.52,3706.52,0,689398.22,0,730220.9634,0.944095355
2019/7/17,0,33415.2,0,196812.2,176126,22239,0,20020,448612.4,244884.14,244884.14,0,693496.54,0,730220.9634,0.949707794
2019/7/18,0,32942.7,0,193476.4,172806,22260,0,19832.8,441317.9,-35115.86,-35115.86,-280000,406202.04,-294827.5268,435393.4366,0.932953981
2019/7/19,0,33144.3,0,194502.8,174134,22554,0,20040.8,444375.9,-35115.86,-35115.86,0,409260.04,0,435393.4366,0.939977514
2019/7/22,0,32514.3,0,190140.6,171644,22491,0,19947.2,436737.1,-35115.86,-35115.86,0,401621.24,0,435393.4366,0.922432922
2019/7/23,0,32753.7,0,193219.8,176790,22491,0,20030.4,445284.9,-35115.86,-35115.86,0,410169.04,0,435393.4366,0.942065281
2019/7/24,0,33062.4,0,196042.4,181604,22617,0,20124,453449.8,-35115.86,-35115.86,0,418333.94,0,435393.4366,0.960818204
2019/7/25,0,33219.9,0,197068.8,184758,22974,0,20228,458248.7,-35115.86,-35115.86,0,423132.84,0,435393.4366,0.97184019
2019/7/26,0,33295.5,0,199634.8,184260,22932,0,20165.6,460287.9,-35115.86,-35115.86,0,425172.04,0,435393.4366,0.97652377
2019/7/29,0,33264,0,199891.4,186418,22953,0,20269.6,462796,-35115.86,-35115.86,0,427680.14,0,435393.4366,0.982284307
2019/7/30,0,33459.3,0,199891.4,184426,23058,0,20269.6,461104.3,-35115.86,-35115.86,0,425988.44,0,435393.4366,0.978398855
2019/7/31,0,33377.4,0,200404.6,185588,22827,0,20248.8,462445.8,-35115.86,-35115.86,0,427329.94,0,435393.4366,0.981479977
2019/8/1,0,33144.3,0,198095.2,184592,22701,0,20030.4,458562.9,-35115.86,-35115.86,0,423447.04,0,435393.4366,0.972561836
2019/8/2,0,32697,0,194246.2,182600,22428,0,19978.4,451949.6,-35115.86,-35115.86,0,416833.74,0,435393.4366,0.957372585
2019/8/5,0,32344.2,0,193989.6,180110,21987,0,19968,448398.8,-35115.86,-35115.86,0,413282.94,0,435393.4366,0.949217203
2019/8/6,0,31581.9,0,189627.4,175462,21777,0,19552,438000.3,-35115.86,-35115.86,0,402884.44,0,435393.4366,0.925334206
2019/8/7,0,31443.3,0,186291.6,171644,21735,0,19676.8,430790.7,-35115.86,-35115.86,0,395674.84,0,435393.4366,0.90877539
2019/8/8,0,31619.7,0,190140.6,177288,22092,0,19812,440952.3,-35115.86,-35115.86,0,405836.44,0,435393.4366,0.932114281
2019/8/9,0,31323.6,0,186548.2,173968,22050,0,20061.6,433951.4,-35115.86,-35115.86,0,398835.54,0,435393.4366,0.916034801
2019/8/12,0,31890.6,0,189370.8,181770,22344,0,20103.2,445478.6,-35115.86,-35115.86,0,410362.74,0,435393.4366,0.942510166
2019/8/13,0,31682.7,0,188601,180276,22050,0,19791.2,442400.9,-35018.36,-35018.36,0,407382.54,0,435393.4366,0.935665322
2019/8/14,0,31827.6,0,190910.4,181272,22008,0,19957.6,445975.6,-35018.36,-35018.36,0,410957.24,0,435393.4366,0.943875597
2019/8/15,0,31978.8,0,190910.4,184924,21987,0,19552,449352.2,-35018.36,-35018.36,0,414333.84,0,435393.4366,0.951630882
2019/8/16,0,32073.3,0,191167,186086,21945,0,19593.6,450864.9,-35018.36,-35018.36,0,415846.54,0,435393.4366,0.955105211
2019/8/19,0,33257.7,0,196812.2,195880,22050,0,19926.4,467926.3,-35018.36,-35018.36,0,432907.94,0,435393.4366,0.994291378
2019/8/20,0,33119.1,0,197582,194884,22008,0,20020,467613.1,-35018.36,-35018.36,0,432594.74,0,435393.4366,0.993572029
2019/8/21,0,33175.8,0,197068.8,197042,21924,0,19884.8,469095.4,-35018.36,-35018.36,0,434077.04,0,435393.4366,0.996976535
2019/8/22,0,33213.6,0,200148,196378,21861,0,20061.6,471662.2,4981.64,4981.64,40000,476643.84,40121.30534,475514.7419,1.002374475
2019/8/23,0,33232.5,0,198865,194386,22092,0,20155.2,468730.7,4981.64,4981.64,0,473712.34,0,475514.7419,0.996209577
2019/8/26,0,32999.4,0,198351.8,194552,21714,0,19749.6,467366.8,4981.64,4981.64,0,472348.44,0,475514.7419,0.993341317
2019/8/27,0,33490.8,0,202457.4,199034,21945,0,19999.2,476926.4,4981.64,4981.64,0,481908.04,0,475514.7419,1.013445005
2019/8/28,0,33478.2,0,202970.6,198204,21672,0,19947.2,476272,4981.64,4981.64,0,481253.64,0,475514.7419,1.012068812
2019/8/29,0,33572.7,0,203483.8,201192,21546,0,0,459794.5,224995.63,224995.63,200000,684790.13,197615.0214,673129.7634,1.017322613
2019/8/30,260617.5,33295.5,0,207589.4,151267.5,21567,0,0,674336.9,14993.32,14993.32,15.92,689330.22,15.64891981,673145.4123,1.024043553
2019/9/2,263520,34070.4,0,217853.4,157368,21714,0,0,694525.8,16830.31,16830.31,1836.99,711356.11,1793.859249,674939.2716,1.053955726
2019/9/3,263790,34259.4,0,218366.6,161476.5,0,0,0,677892.5,38516.8,38516.8,0,716409.3,0,674939.2716,1.061442607
2019/9/4,267097.5,34769.7,0,216827,164464.5,0,0,0,683158.7,38516.8,38516.8,0,721675.5,0,674939.2716,1.069245087
2019/9/5,269595,34990.2,0,108926.7,109975,0,0,0,523486.9,203324.78,203324.78,735.52,726811.68,687.8871917,675627.1587,1.075758531
2019/9/6,271417.5,35091,0,54891,109809,0,0,0,471208.5,257793.43,257793.43,0,729001.93,0,675627.1587,1.079000334
2019/9/9,272497.5,35758.8,0,55404.6,116200,0,0,0,479860.9,257793.43,257793.43,0,737654.33,0,675627.1587,1.091806806
2019/9/10,271755,35727.3,0,54634.2,56730.5,0,0,0,418847,314797.32,314797.32,0,733644.32,0,675627.1587,1.085871565
2019/9/11,29977.5,0,0,54120.6,28225.6,0,0,0,112323.7,633795.26,633795.26,15567.3,746118.96,14336.22585,689963.3846,1.081389211
2019/9/12,30285,0,0,54313.2,28371.2,0,0,0,112969.4,633795.26,633795.26,0,746764.66,0,689963.3846,1.082325058
2019/9/16,30180,0,0,53992.2,28600,0,0,0,112772.2,633795.26,633795.26,0,746567.46,0,689963.3846,1.082039245
2019/9/17,29632.5,0,0,52387.2,27684.8,0,0,0,109704.5,633795.26,633795.26,0,743499.76,0,689963.3846,1.077593067
2019/9/18,29760,0,0,52066.2,27643.2,0,0,0,109469.4,633795.26,633795.26,0,743264.66,0,689963.3846,1.077252325
2019/9/19,29902.5,0,0,52965,98503,0,0,0,181370.5,564176.18,564176.18,0,745546.68,0,689963.3846,1.080559776
2019/9/20,29947.5,0,0,52258.8,101019.5,0,0,0,183225.8,564191.87,564191.87,0,747417.67,0,689963.3846,1.083271499
