,159920,159949,510300,510500,512290,512660,512760,512800,512880,512980,513500,600089,651,持仓金额,发生金额,账面现金,基金申赎,总资产,份额确认,基金份额,基金净值
2019-03-29,0.0,0.0,413209.19999999995,37434.6,0.0,98607.6,0.0,21819.000000000004,0.0,0.0,18324.8,0.0,0.0,589395.2,187412.4,187412.4,0,776807.6,0.0,0.0,inf
2019-04-01,0.0,0.0,423889.2,38915.100000000006,0.0,103544.0,0.0,22197.0,0.0,0.0,18480.8,0.0,0.0,607026.1000000001,187412.4,187412.4,0,794438.5000000001,0.0,0.0,inf
2019-04-02,0.0,0.0,423141.6,38883.600000000006,0.0,103544.0,0.0,22239.000000000004,0.0,0.0,18595.2,0.0,0.0,606403.3999999999,187412.4,187412.4,0,793815.7999999999,0.0,0.0,inf
2019-04-03,0.0,0.0,428801.99999999994,39337.2,0.0,104386.8,0.0,22449.0,0.0,0.0,18699.2,0.0,0.0,613674.2,187412.4,187412.4,0,801086.6,0.0,0.0,inf
2019-04-04,0.0,0.0,433821.60000000003,39696.3,0.0,104627.6,0.0,22805.999999999996,0.0,0.0,18688.8,0.0,0.0,619640.3,187412.4,187412.4,0,807052.7000000001,0.0,0.0,inf
2019-04-08,0.0,0.0,431044.80000000005,39249.0,0.0,102580.8,0.0,22932.0,0.0,0.0,18917.6,0.0,0.0,614724.2000000001,187412.4,187412.4,0,802136.6000000001,0.0,0.0,inf
2019-04-09,0.0,0.0,433607.99999999994,39419.100000000006,0.0,102219.6,0.0,22743.0,0.0,0.0,18834.399999999998,0.0,0.0,616824.1,187412.4,187412.4,0,804236.5,0.0,0.0,inf
2019-04-10,0.0,0.0,434248.8,39324.600000000006,0.0,101858.4,0.0,22638.0,0.0,0.0,18699.2,0.0,0.0,616769.0,187412.4,187412.4,0,804181.4,0.0,0.0,inf
2019-04-11,0.0,0.0,426772.80000000005,38656.8,0.0,99691.2,0.0,22428.0,0.0,0.0,18782.4,0.0,0.0,606331.2000000001,187412.4,187412.4,0,793743.6000000001,0.0,0.0,inf
2019-04-12,0.0,0.0,425277.6,38556.0,0.0,99450.4,0.0,22512.0,0.0,0.0,18813.600000000002,0.0,0.0,604609.6,187412.4,187412.4,0,792022.0,0.0,0.0,inf
2019-04-15,0.0,0.0,422607.6,38045.7,0.0,99209.6,0.0,22595.999999999996,0.0,0.0,18876.0,0.0,0.0,601334.9,187412.4,187412.4,0,788747.3,0.0,0.0,inf
2019-04-16,0.0,0.0,435423.6,38946.600000000006,0.0,100654.4,0.0,23477.999999999996,0.0,0.0,18980.0,0.0,0.0,617482.6,187412.4,187412.4,0,804895.0,0.0,0.0,inf
2019-04-17,0.0,0.0,434355.60000000003,39015.899999999994,0.0,100774.8,0.0,23352.000000000004,0.0,0.0,18928.0,0.0,0.0,616426.3,187412.4,187412.4,0,803838.7000000001,0.0,0.0,inf
2019-04-18,0.0,0.0,433607.99999999994,38883.600000000006,0.0,101738.0,0.0,23163.0,0.0,0.0,18782.4,0.0,0.0,616175.0,187412.4,187412.4,0,803587.4,0.0,0.0,inf
2019-04-19,0.0,0.0,440016.0,39217.5,0.0,101376.8,0.0,23373.0,0.0,0.0,18886.399999999998,0.0,0.0,622869.7000000001,187412.4,187412.4,0,810282.1000000001,0.0,0.0,inf
2019-04-22,0.0,0.0,429015.5999999999,38574.899999999994,0.0,100293.2,0.0,22722.0,0.0,0.0,18886.399999999998,0.0,0.0,609492.0999999999,187412.4,187412.4,0,796904.4999999999,0.0,0.0,inf
2019-04-23,0.0,0.0,428268.0,37850.399999999994,0.0,96922.0,0.0,22743.0,0.0,0.0,18938.399999999998,0.0,0.0,604721.8,187412.4,187412.4,0,792134.2000000001,0.0,0.0,inf
2019-04-24,0.0,0.0,428908.8,38222.1,0.0,97644.4,0.0,22827.0,0.0,0.0,19115.2,0.0,0.0,606717.4999999999,187412.4,187412.4,0,794129.8999999999,0.0,0.0,inf
2019-04-25,0.0,0.0,420044.4,36861.3,0.0,93550.8,0.0,22554.0,0.0,0.0,19104.8,0.0,0.0,592115.3,187412.4,187412.4,0,779527.7000000001,0.0,0.0,inf
2019-04-26,0.0,0.0,414277.19999999995,36521.100000000006,0.0,93310.0,0.0,22218.0,0.0,0.0,19125.6,0.0,0.0,585451.8999999999,187412.4,187412.4,0,772864.2999999999,0.0,0.0,inf
2019-04-29,0.0,0.0,415879.19999999995,35620.2,0.0,90540.8,0.0,22554.0,0.0,0.0,19271.2,0.0,0.0,583865.3999999999,187412.4,187412.4,0,771277.7999999999,0.0,0.0,inf
2019-04-30,0.0,0.0,416092.80000000005,35733.600000000006,0.0,91383.6,0.0,22659.0,0.0,0.0,19323.2,0.0,0.0,585192.2,187412.4,187412.4,0,772604.6,0.0,0.0,inf
2019-05-06,0.0,0.0,392276.4,33100.2,0.0,84400.4,0.0,22008.0,0.0,0.0,19021.6,0.0,0.0,550806.6,187412.4,187412.4,0,738219.0,0.0,0.0,inf
2019-05-07,0.0,0.0,395907.6,33390.0,0.0,85363.6,0.0,21987.0,0.0,0.0,19229.6,0.0,0.0,555877.7999999999,187412.4,187412.4,0,743290.2,0.0,0.0,inf
2019-05-08,0.0,0.0,412735.19999999995,33245.1,0.0,85845.2,0.0,21651.0,0.0,0.0,18886.399999999998,0.0,0.0,572362.8999999999,165337.78,165337.78,0,737700.6799999999,0.0,0.0,inf
2019-05-09,0.0,0.0,406869.6,33005.7,0.0,86086.0,0.0,21189.000000000004,0.0,0.0,18886.399999999998,0.0,0.0,566036.7000000001,165337.78,165337.78,0,731374.4800000001,0.0,0.0,inf
2019-05-10,0.0,0.0,419616.0,34120.8,0.0,89938.8,0.0,21651.0,0.0,0.0,18896.8,0.0,0.0,584223.4,165337.78,165337.78,0,749561.18,0.0,0.0,inf
2019-05-13,0.0,0.0,312246.0,33623.100000000006,0.0,189627.40000000002,0.0,21336.0,0.0,0.0,18990.399999999998,0.0,0.0,575822.9,164762.58000000002,164762.58000000002,0,740585.48,0.0,0.0,inf
2019-05-14,0.0,0.0,310707.0,33490.799999999996,0.0,188087.8,0.0,21272.999999999996,0.0,0.0,18761.600000000002,0.0,0.0,572320.2,164762.58000000002,164762.58000000002,0,737082.78,0.0,0.0,inf
2019-05-15,0.0,0.0,317376.0,34158.600000000006,0.0,190140.6,0.0,21630.0,0.0,0.0,18917.6,0.0,0.0,582222.7999999999,164762.58000000002,164762.58000000002,0,746985.3799999999,0.0,0.0,inf
2019-05-16,0.0,0.0,318915.0,34467.3,0.0,192706.59999999998,0.0,21630.0,0.0,0.0,18917.6,0.0,0.0,586636.4999999999,164762.58000000002,164762.58000000002,0,751399.0799999998,0.0,0.0,inf
2019-05-17,0.0,0.0,311733.00000000006,33390.0,0.0,186804.8,0.0,21357.000000000004,0.0,0.0,19156.8,0.0,0.0,572441.6000000001,164762.58000000002,164762.58000000002,0,737204.1800000002,0.0,0.0,inf
2019-05-20,0.0,0.0,308313.0,33138.0,0.0,190397.2,0.0,21378.0,0.0,0.0,19146.4,0.0,0.0,572372.6,164762.58000000002,164762.58000000002,0,737135.1799999999,0.0,0.0,inf
2019-05-21,0.0,0.0,312160.5,33692.4,0.0,192706.59999999998,0.0,21546.0,0.0,0.0,19063.2,0.0,0.0,579168.7,164762.58000000002,164762.58000000002,0,743931.28,0.0,0.0,inf
2019-05-22,0.0,0.0,311391.0,33585.3,0.0,191680.2,0.0,21462.0,0.0,0.0,19104.8,0.0,0.0,577223.3,164762.58000000002,164762.58000000002,0,741985.8800000001,0.0,0.0,inf
2019-05-23,0.0,0.0,306431.99999999994,32936.4,0.0,189370.8,0.0,21336.0,0.0,0.0,18969.600000000002,0.0,0.0,569044.7999999999,164762.58000000002,164762.58000000002,0,733807.3799999999,0.0,0.0,inf
2019-05-24,0.0,0.0,306945.0,32753.7,0.0,184495.40000000002,0.0,21482.999999999996,0.0,0.0,18865.600000000002,0.0,0.0,564542.7,164762.58000000002,164762.58000000002,0,729305.28,0.0,0.0,inf
2019-05-27,0.0,0.0,310621.5,33465.6,0.0,191167.0,0.0,21546.0,0.0,0.0,18876.0,0.0,0.0,575676.1,164762.58000000002,164762.58000000002,0,740438.6799999999,0.0,0.0,inf
2019-05-28,0.0,0.0,312075.0,33396.3,0.0,190397.2,0.0,21546.0,0.0,0.0,18938.399999999998,0.0,0.0,576352.9,164762.58000000002,164762.58000000002,0,741115.48,0.0,0.0,inf
2019-05-29,0.0,0.0,312246.0,33408.9,0.0,191167.0,0.0,21482.999999999996,0.0,0.0,18636.8,0.0,0.0,576941.7000000001,164762.58000000002,164762.58000000002,0,741704.28,0.0,0.0,inf
2019-05-30,0.0,0.0,312075.0,33308.100000000006,0.0,189627.40000000002,0.0,21462.0,0.0,0.0,18605.600000000002,0.0,0.0,575078.1,164762.58000000002,164762.58000000002,0,739840.6799999999,0.0,0.0,inf
2019-05-31,0.0,0.0,310536.0,33144.3,0.0,189627.40000000002,0.0,21399.000000000004,0.0,0.0,18449.6,0.0,0.0,573156.2999999999,164762.58000000002,164762.58000000002,0,737918.8799999999,0.0,0.0,inf
2019-06-03,0.0,0.0,311220.0,32886.0,0.0,187831.19999999998,0.0,21440.999999999996,0.0,0.0,18272.8,0.0,0.0,571651.0,164762.58000000002,164762.58000000002,0,736413.5800000001,0.0,0.0,inf
2019-06-04,0.0,0.0,308398.5,32445.000000000004,0.0,183982.2,0.0,21440.999999999996,0.0,0.0,18335.2,0.0,0.0,564601.8999999999,164762.58000000002,164762.58000000002,0,729364.48,0.0,0.0,inf
2019-06-05,0.0,0.0,307714.5,32331.600000000002,0.0,182955.8,0.0,21567.000000000004,0.0,0.0,18751.2,0.0,0.0,563320.1,164762.58000000002,164762.58000000002,0,728082.6799999999,0.0,0.0,inf
2019-06-06,0.0,0.0,305064.0,31607.099999999995,0.0,179106.8,0.0,21524.999999999996,0.0,0.0,18865.600000000002,0.0,0.0,556168.4999999999,164762.58000000002,164762.58000000002,0,720931.0799999998,0.0,0.0,inf
2019-06-10,0.0,0.0,308997.0,31941.0,0.0,180646.40000000002,0.0,21840.0,0.0,0.0,19312.8,0.0,0.0,562737.2000000001,164762.58000000002,164762.58000000002,0,727499.78,0.0,0.0,inf
2019-06-11,0.0,0.0,318658.5,33264.0,0.0,186291.6,0.0,22113.0,0.0,0.0,19323.2,0.0,0.0,579650.2999999999,164762.58000000002,164762.58000000002,0,744412.8799999999,0.0,0.0,inf
2019-06-12,0.0,0.0,253381.5,32911.200000000004,0.0,183982.2,171478.0,22050.0,0.0,0.0,19208.8,0.0,0.0,683011.7000000001,61592.73000000001,61592.73000000001,0,744604.43,0.0,0.0,inf
2019-06-13,0.0,0.0,252901.99999999997,33018.3,0.0,183982.2,169817.99999999997,21987.0,0.0,0.0,19208.8,0.0,0.0,680916.3,61592.73000000001,61592.73000000001,0,742509.03,0.0,0.0,inf
2019-06-14,0.0,0.0,251395.0,32520.600000000006,0.0,182955.8,164174.00000000003,21924.0,0.0,0.0,19302.399999999998,0.0,0.0,672271.8,61592.73000000001,61592.73000000001,0,733864.53,0.0,0.0,inf
2019-06-17,0.0,0.0,229562.5,32508.0,0.0,181159.59999999998,162348.0,22071.0,0.0,0.0,19333.6,0.0,0.0,646982.7,83606.12000000001,83606.12000000001,0,730588.82,0.0,0.0,inf
2019-06-18,0.0,0.0,230062.5,32432.399999999998,0.0,179620.0,160854.0,22155.0,0.0,0.0,19302.399999999998,0.0,0.0,644426.3,3606.12000000001,3606.12000000001,0,648032.42,0.0,0.0,inf
2019-06-19,0.0,0.0,233437.5,32848.2,0.0,182955.8,166996.0,22449.0,0.0,0.0,19468.8,0.0,0.0,658155.3,3606.12000000001,3606.12000000001,0,661761.42,0.0,0.0,inf
2019-06-20,0.0,0.0,240187.5,33534.899999999994,0.0,186548.19999999998,169154.00000000003,23015.999999999996,0.0,0.0,19572.8,0.0,0.0,672013.4,3706.52000000001,3706.52000000001,0,675719.92,0.0,0.0,inf
2019-06-21,0.0,0.0,240625.0,33969.600000000006,0.0,189884.0,172142.0,22869.0,0.0,0.0,19562.4,0.0,0.0,679052.0,3706.52000000001,3706.52000000001,0,682758.52,0.0,0.0,inf
2019-06-24,0.0,0.0,241000.00000000003,33963.3,0.0,189114.19999999998,172142.0,22805.999999999996,0.0,0.0,19614.399999999998,0.0,0.0,678639.9,3706.52000000001,3706.52000000001,0,682346.42,0.0,0.0,inf
2019-06-25,0.0,0.0,238562.49999999997,33629.399999999994,0.0,188087.8,169320.0,22344.0,0.0,0.0,19531.2,0.0,0.0,671474.8999999999,3706.52000000001,3706.52000000001,0,675181.4199999999,0.0,0.0,inf
2019-06-26,0.0,0.0,238625.0,33623.100000000006,0.0,190910.40000000002,170482.00000000003,22260.0,0.0,0.0,19375.2,0.0,0.0,675275.7,3706.52000000001,3706.52000000001,0,678982.22,0.0,0.0,inf
2019-06-27,0.0,0.0,241250.0,33912.899999999994,0.0,191680.2,174798.0,22512.0,0.0,0.0,19448.0,0.0,0.0,683601.1000000001,3706.52000000001,3706.52000000001,0,687307.6200000001,0.0,0.0,inf
2019-06-28,0.0,0.0,241187.5,33591.600000000006,0.0,189370.8,171478.0,22407.0,0.0,0.0,19406.399999999998,0.0,0.0,677441.2999999999,3706.52000000001,3706.52000000001,0,681147.82,0.0,0.0,inf
2019-07-01,0.0,0.0,247124.99999999997,34517.7,0.0,193989.59999999998,178948.0,22722.0,0.0,0.0,19874.4,0.0,0.0,697176.7,3706.52000000001,3706.52000000001,0,700883.22,0.0,0.0,inf
2019-07-02,0.0,0.0,247500.0,34398.0,0.0,195785.80000000002,175960.0,22638.0,0.0,0.0,19791.2,0.0,0.0,696073.0,3706.52000000001,3706.52000000001,0,699779.52,0.0,0.0,inf
2019-07-03,0.0,0.0,245437.5,34202.7,0.0,198095.2,173470.0,22617.0,0.0,0.0,19853.6,0.0,0.0,693676.0,3706.52000000001,3706.52000000001,0,697382.52,0.0,0.0,inf
2019-07-04,0.0,0.0,243812.50000000003,34057.8,0.0,200661.2,171478.0,22617.0,0.0,0.0,20020.0,0.0,0.0,692646.5,3706.52000000001,3706.52000000001,0,696353.02,0.0,0.0,inf
2019-07-05,0.0,0.0,245062.50000000003,34227.9,0.0,199634.80000000002,173304.0,22638.0,0.0,0.0,19988.8,0.0,0.0,694856.0000000001,3706.52000000001,3706.52000000001,0,698562.5200000001,0.0,0.0,inf
2019-07-08,0.0,0.0,239437.50000000003,33018.3,0.0,192450.0,165668.0,22197.0,0.0,0.0,19874.4,0.0,0.0,672645.2000000001,3706.52000000001,3706.52000000001,0,676351.7200000001,0.0,0.0,inf
2019-07-09,0.0,0.0,238875.0,33056.100000000006,0.0,192963.2,166829.99999999997,22092.0,0.0,0.0,19780.8,0.0,0.0,673597.1,3706.52000000001,3706.52000000001,0,677303.62,0.0,0.0,inf
2019-07-10,0.0,0.0,238937.5,32867.100000000006,0.0,191936.8,168822.00000000003,22029.000000000004,0.0,0.0,19843.2,0.0,0.0,674435.6,3706.52000000001,3706.52000000001,0,678142.12,0.0,0.0,inf
2019-07-11,0.0,0.0,239000.0,32879.7,0.0,191936.8,166829.99999999997,22113.0,0.0,0.0,20020.0,0.0,0.0,672779.5,3706.52000000001,3706.52000000001,0,676486.02,0.0,0.0,inf
2019-07-12,0.0,0.0,240937.5,33030.899999999994,0.0,191680.2,167162.00000000003,22407.0,0.0,0.0,20103.2,0.0,0.0,675320.8,3706.52000000001,3706.52000000001,0,679027.3200000001,0.0,0.0,inf
2019-07-15,0.0,0.0,241812.5,33396.3,0.0,196299.0,171312.0,22428.0,0.0,0.0,20196.8,0.0,0.0,685444.6000000001,3706.52000000001,3706.52000000001,0,689151.1200000001,0.0,0.0,inf
2019-07-16,0.0,0.0,240812.5,33478.2,0.0,196812.2,172142.0,22302.0,0.0,0.0,20144.8,0.0,0.0,685691.7000000001,3706.52000000001,3706.52000000001,0,689398.2200000001,0.0,0.0,inf
2019-07-17,0.0,0.0,0.0,33415.2,0.0,196812.2,176126.0,22239.000000000004,0.0,0.0,20020.0,0.0,0.0,448612.4,244884.14,244884.14,0,693496.54,0.0,0.0,inf
2019-07-18,0.0,0.0,0.0,32942.7,0.0,193476.4,172806.0,22260.0,0.0,0.0,19832.8,0.0,0.0,441317.89999999997,-35115.859999999986,-35115.859999999986,0,406202.04,0.0,0.0,inf
2019-07-19,0.0,0.0,0.0,33144.3,0.0,194502.8,174134.00000000003,22554.0,0.0,0.0,20040.8,0.0,0.0,444375.89999999997,-35115.859999999986,-35115.859999999986,0,409260.04,0.0,0.0,inf
2019-07-22,0.0,0.0,0.0,32514.300000000003,0.0,190140.6,171644.0,22491.0,0.0,0.0,19947.2,0.0,0.0,436737.10000000003,-35115.859999999986,-35115.859999999986,0,401621.24000000005,0.0,0.0,inf
2019-07-23,0.0,0.0,0.0,32753.7,0.0,193219.8,176790.0,22491.0,0.0,0.0,20030.399999999998,0.0,0.0,445284.9,-35115.859999999986,-35115.859999999986,0,410169.04000000004,0.0,0.0,inf
2019-07-24,0.0,0.0,0.0,33062.399999999994,0.0,196042.4,181604.0,22617.0,0.0,0.0,20124.0,0.0,0.0,453449.8,-35115.859999999986,-35115.859999999986,0,418333.94,0.0,0.0,inf
2019-07-25,0.0,0.0,0.0,33219.9,0.0,197068.80000000002,184758.0,22974.0,0.0,0.0,20228.0,0.0,0.0,458248.7,-35115.859999999986,-35115.859999999986,0,423132.84,0.0,0.0,inf
2019-07-26,0.0,0.0,0.0,33295.5,0.0,199634.80000000002,184260.00000000003,22932.0,0.0,0.0,20165.600000000002,0.0,0.0,460287.9,-35115.859999999986,-35115.859999999986,0,425172.04000000004,0.0,0.0,inf
2019-07-29,0.0,0.0,0.0,33264.0,0.0,199891.4,186418.0,22953.0,0.0,0.0,20269.600000000002,0.0,0.0,462796.0,-35115.859999999986,-35115.859999999986,0,427680.14,0.0,0.0,inf
2019-07-30,0.0,0.0,0.0,33459.3,0.0,199891.4,184426.0,23057.999999999996,0.0,0.0,20269.600000000002,0.0,0.0,461104.3,-35115.859999999986,-35115.859999999986,0,425988.44,0.0,0.0,inf
2019-07-31,0.0,0.0,0.0,33377.399999999994,0.0,200404.59999999998,185587.99999999997,22827.0,0.0,0.0,20248.8,0.0,0.0,462445.79999999993,-35115.859999999986,-35115.859999999986,0,427329.93999999994,0.0,0.0,inf
2019-08-01,0.0,0.0,0.0,33144.3,0.0,198095.2,184592.00000000003,22701.0,0.0,0.0,20030.399999999998,0.0,0.0,458562.9,-35115.859999999986,-35115.859999999986,0,423447.04000000004,0.0,0.0,inf
2019-08-02,0.0,0.0,0.0,32697.000000000004,0.0,194246.2,182600.00000000003,22428.0,0.0,0.0,19978.4,0.0,0.0,451949.6000000001,-35115.859999999986,-35115.859999999986,0,416833.7400000001,0.0,0.0,inf
2019-08-05,0.0,0.0,0.0,32344.199999999997,0.0,193989.59999999998,180110.0,21987.0,0.0,0.0,19968.0,0.0,0.0,448398.8,-35115.859999999986,-35115.859999999986,0,413282.94,0.0,0.0,inf
2019-08-06,0.0,0.0,0.0,31581.899999999998,0.0,189627.40000000002,175462.0,21777.0,0.0,0.0,19552.0,0.0,0.0,438000.30000000005,-35115.859999999986,-35115.859999999986,0,402884.44000000006,0.0,0.0,inf
2019-08-07,0.0,0.0,0.0,31443.300000000003,0.0,186291.6,171644.0,21735.0,0.0,0.0,19676.8,0.0,0.0,430790.7,-35115.859999999986,-35115.859999999986,0,395674.84,0.0,0.0,inf
2019-08-08,0.0,0.0,0.0,31619.7,0.0,190140.6,177288.0,22092.0,0.0,0.0,19812.0,0.0,0.0,440952.30000000005,-35115.859999999986,-35115.859999999986,0,405836.44000000006,0.0,0.0,inf
2019-08-09,0.0,0.0,0.0,31323.6,0.0,186548.19999999998,173968.0,22050.0,0.0,0.0,20061.600000000002,0.0,0.0,433951.39999999997,-35115.859999999986,-35115.859999999986,0,398835.54,0.0,0.0,inf
2019-08-12,0.0,0.0,0.0,31890.600000000002,0.0,189370.8,181770.0,22344.0,0.0,0.0,20103.2,0.0,0.0,445478.60000000003,-35115.859999999986,-35115.859999999986,0,410362.74000000005,0.0,0.0,inf
2019-08-13,0.0,0.0,0.0,31682.7,0.0,188601.0,180275.99999999997,22050.0,0.0,0.0,19791.2,0.0,0.0,442400.89999999997,-35018.359999999986,-35018.359999999986,0,407382.54,0.0,0.0,inf
2019-08-14,0.0,0.0,0.0,31827.6,0.0,190910.40000000002,181272.0,22008.0,0.0,0.0,19957.600000000002,0.0,0.0,445975.6,-35018.359999999986,-35018.359999999986,0,410957.24,0.0,0.0,inf
2019-08-15,0.0,0.0,0.0,31978.800000000003,0.0,190910.40000000002,184924.00000000003,21987.0,0.0,0.0,19552.0,0.0,0.0,449352.20000000007,-35018.359999999986,-35018.359999999986,0,414333.8400000001,0.0,0.0,inf
2019-08-16,0.0,0.0,0.0,32073.300000000003,0.0,191167.0,186086.0,21945.0,0.0,0.0,19593.600000000002,0.0,0.0,450864.89999999997,-35018.359999999986,-35018.359999999986,0,415846.54,0.0,0.0,inf
2019-08-19,0.0,0.0,0.0,33257.7,0.0,196812.2,195880.0,22050.0,0.0,0.0,19926.399999999998,0.0,0.0,467926.30000000005,-35018.359999999986,-35018.359999999986,0,432907.94000000006,0.0,0.0,inf
2019-08-20,0.0,0.0,0.0,33119.100000000006,0.0,197582.0,194884.00000000003,22008.0,0.0,0.0,20020.0,0.0,0.0,467613.10000000003,-35018.359999999986,-35018.359999999986,0,432594.74000000005,0.0,0.0,inf
2019-08-21,0.0,0.0,0.0,33175.8,0.0,197068.80000000002,197042.0,21924.0,0.0,0.0,19884.8,0.0,0.0,469095.4,-35018.359999999986,-35018.359999999986,0,434077.04000000004,0.0,0.0,inf
2019-08-22,0.0,0.0,0.0,33213.6,0.0,200148.0,196378.0,21861.0,0.0,0.0,20061.600000000002,0.0,0.0,471662.19999999995,4981.640000000014,4981.640000000014,0,476643.83999999997,0.0,0.0,inf
2019-08-23,0.0,0.0,0.0,33232.5,0.0,198865.0,194386.0,22092.0,0.0,0.0,20155.2,0.0,0.0,468730.7,4981.640000000014,4981.640000000014,0,473712.34,0.0,0.0,inf
2019-08-26,0.0,0.0,0.0,32999.399999999994,0.0,198351.80000000002,194552.0,21714.0,0.0,0.0,19749.6,0.0,0.0,467366.8,4981.640000000014,4981.640000000014,0,472348.44,0.0,0.0,inf
2019-08-27,0.0,0.0,0.0,33490.799999999996,0.0,202457.40000000002,199034.0,21945.0,0.0,0.0,19999.2,0.0,0.0,476926.4,4981.640000000014,4981.640000000014,0,481908.04000000004,0.0,0.0,inf
2019-08-28,0.0,0.0,0.0,33478.2,0.0,202970.59999999998,198204.0,21672.0,0.0,0.0,19947.2,0.0,0.0,476272.0,4981.640000000014,4981.640000000014,0,481253.64,0.0,0.0,inf
2019-08-29,0.0,0.0,0.0,33572.7,0.0,203483.8,201192.0,21546.0,0.0,0.0,0.0,0.0,0.0,459794.5,224995.63,224995.63,0,684790.13,0.0,0.0,inf
2019-08-30,0.0,0.0,260617.5,33295.5,0.0,207589.40000000002,151267.5,21567.000000000004,0.0,0.0,0.0,0.0,0.0,674336.9,14993.320000000007,14993.320000000007,0,689330.22,0.0,0.0,inf
2019-09-02,0.0,0.0,263520.0,34070.399999999994,0.0,217853.40000000002,157368.0,21714.0,0.0,0.0,0.0,0.0,0.0,694525.8,16830.31000000001,16830.31000000001,0,711356.1100000001,0.0,0.0,inf
2019-09-03,0.0,0.0,263790.0,34259.4,0.0,218366.6,161476.5,0.0,0.0,0.0,0.0,0.0,0.0,677892.5,38516.80000000001,38516.80000000001,0,716409.3,0.0,0.0,inf
2019-09-04,0.0,0.0,267097.5,34769.700000000004,0.0,216827.0,164464.5,0.0,0.0,0.0,0.0,0.0,0.0,683158.7,38516.80000000001,38516.80000000001,0,721675.5,0.0,0.0,inf
2019-09-05,0.0,0.0,269595.0,34990.2,0.0,108926.70000000001,109975.0,0.0,0.0,0.0,0.0,0.0,0.0,523486.9,203324.78000000003,203324.78000000003,0,726811.68,0.0,0.0,inf
2019-09-06,0.0,0.0,271417.5,35091.0,0.0,54891.0,109809.00000000001,0.0,0.0,0.0,0.0,0.0,0.0,471208.5,257793.43000000002,257793.43000000002,0,729001.93,0.0,0.0,inf
2019-09-09,0.0,0.0,272497.5,35758.8,0.0,55404.6,116199.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,479860.89999999997,257793.43000000002,257793.43000000002,0,737654.33,0.0,0.0,inf
2019-09-10,0.0,0.0,271755.0,35727.3,0.0,54634.2,56730.5,0.0,0.0,0.0,0.0,0.0,0.0,418847.0,314797.32,314797.32,0,733644.3200000001,0.0,0.0,inf
2019-09-11,0.0,0.0,29977.5,0.0,0.0,54120.6,28225.6,0.0,0.0,0.0,0.0,0.0,0.0,112323.70000000001,633795.26,633795.26,0,746118.96,0.0,0.0,inf
2019-09-12,0.0,0.0,30285.000000000004,0.0,0.0,54313.2,28371.2,0.0,0.0,0.0,0.0,0.0,0.0,112969.4,633795.26,633795.26,0,746764.66,0.0,0.0,inf
2019-09-16,0.0,0.0,30180.0,0.0,0.0,53992.2,28600.0,0.0,0.0,0.0,0.0,0.0,0.0,112772.2,633795.26,633795.26,0,746567.46,0.0,0.0,inf
2019-09-17,0.0,0.0,29632.5,0.0,0.0,52387.2,27684.8,0.0,0.0,0.0,0.0,0.0,0.0,109704.5,633795.26,633795.26,0,743499.76,0.0,0.0,inf
2019-09-18,0.0,0.0,29760.0,0.0,0.0,52066.2,27643.2,0.0,0.0,0.0,0.0,0.0,0.0,109469.4,633795.26,633795.26,0,743264.66,0.0,0.0,inf
2019-09-19,0.0,0.0,29902.5,0.0,0.0,52965.0,98503.00000000001,0.0,0.0,0.0,0.0,0.0,0.0,181370.5,564176.18,564176.18,0,745546.68,0.0,0.0,inf
2019-09-20,0.0,0.0,29947.500000000004,0.0,0.0,52258.8,101019.5,0.0,0.0,0.0,0.0,0.0,0.0,183225.8,564191.87,564191.87,0,747417.6699999999,0.0,0.0,inf
2019-09-23,0.0,0.0,29685.0,0.0,0.0,52194.6,103967.4,0.0,0.0,0.0,0.0,0.0,0.0,185847.0,564191.87,564191.87,0,750038.87,0.0,0.0,inf
2019-09-24,0.0,0.0,29707.500000000004,0.0,0.0,52066.2,104111.20000000001,0.0,0.0,0.0,0.0,0.0,0.0,185884.90000000002,564191.87,564191.87,0,750076.77,0.0,0.0,inf
2019-09-25,0.0,0.0,29504.999999999996,0.0,0.0,51039.0,98862.5,0.0,0.0,0.0,0.0,0.0,0.0,179406.5,564191.87,564191.87,0,743598.37,0.0,0.0,inf
2019-09-26,0.0,0.0,29302.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29302.5,708323.72,708323.72,0,737626.22,0.0,0.0,inf
2019-09-27,0.0,0.0,29370.000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29370.000000000004,708323.72,708323.72,0,737693.72,0.0,0.0,inf
2019-09-30,0.0,0.0,29017.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29017.5,708323.72,708323.72,0,737341.22,0.0,0.0,inf
2019-10-08,0.0,0.0,29204.999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29204.999999999996,708323.72,708323.72,0,737528.72,0.0,0.0,inf
2019-10-09,0.0,0.0,29287.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29287.5,708323.72,708323.72,0,737611.22,0.0,0.0,inf
2019-10-10,0.0,0.0,29497.500000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29497.500000000004,708323.72,708323.72,0,737821.22,0.0,0.0,inf
