date,open,close,high,low,volume,amount,turnoverratio,code
2019-08-09 14:55,6.41,6.5,6.51,6.41,10780.0,{},34.3927,300444
2019-08-09 15:00,6.5,6.51,6.51,6.49,5228.0,{},16.6795,300444
2019-08-12 09:35,6.49,6.54,6.55,6.47,5576.0,{},17.7898,300444
2019-08-12 09:40,6.54,6.53,6.56,6.53,3363.0,{},10.7294,300444
2019-08-12 09:45,6.53,6.52,6.54,6.52,1278.0,{},4.0774,300444
2019-08-12 09:50,6.52,6.51,6.52,6.51,411.0,{},1.3113,300444
2019-08-12 09:55,6.51,6.52,6.52,6.5,1035.0,{},3.3021,300444
2019-08-12 10:00,6.52,6.51,6.53,6.51,527.0,{},1.6814,300444
2019-08-12 10:05,6.51,6.51,6.52,6.51,640.0,{},2.0419,300444
2019-08-12 10:10,6.51,6.5,6.51,6.5,403.0,{},1.2857,300444
2019-08-12 10:15,6.5,6.5,6.51,6.5,631.0,{},2.0132,300444
2019-08-12 10:20,6.5,6.51,6.52,6.5,334.0,{},1.0656,300444
2019-08-12 10:25,6.51,6.52,6.52,6.51,588.0,{},1.8760,300444
2019-08-12 10:30,6.52,6.53,6.54,6.51,708.0,{},2.2588,300444
2019-08-12 10:35,6.53,6.52,6.54,6.52,484.0,{},1.5442,300444
2019-08-12 10:40,6.52,6.52,6.53,6.52,524.0,{},1.6718,300444
2019-08-12 10:45,6.52,6.52,6.52,6.51,1593.0,{},5.0823,300444
2019-08-12 10:50,6.52,6.52,6.52,6.51,307.0,{},0.9795,300444
2019-08-12 10:55,6.52,6.52,6.52,6.51,443.0,{},1.4134,300444
2019-08-12 11:00,6.52,6.51,6.53,6.5,330.0,{},1.0528,300444
2019-08-12 11:05,6.51,6.52,6.52,6.51,46.0,{},0.1468,300444
2019-08-12 11:10,6.52,6.49,6.52,6.49,1314.0,{},4.1922,300444
2019-08-12 11:15,6.49,6.48,6.49,6.47,577.0,{},1.8409,300444
2019-08-12 11:20,6.48,6.49,6.49,6.48,398.0,{},1.2698,300444
