,date,open,close,high,low,volume,code
0,2017-02-06,5.314,5.296,5.317,5.296,486.0,510230
1,2017-02-07,5.312,5.291,5.312,5.285,801.0,510230
2,2017-02-08,5.285,5.316,5.321,5.269,961.0,510230
3,2017-02-09,5.322,5.324,5.349,5.322,426.0,510230
4,2017-02-10,5.335,5.343,5.352,5.33,1370.0,510230
5,2017-02-13,5.356,5.375,5.389,5.356,2074.0,510230
6,2017-02-14,5.377,5.352,5.377,5.348,810.0,510230
7,2017-02-15,5.36,5.382,5.406,5.36,13881.0,510230
8,2017-02-16,5.395,5.384,5.397,5.377,1135.0,510230
9,2017-02-17,5.384,5.334,5.427,5.3,1503.0,510230
10,2017-02-20,5.385,5.43,5.433,5.339,1897.0,510230
11,2017-02-21,5.43,5.44,5.485,5.43,1929.0,510230
12,2017-02-22,5.446,5.436,5.446,5.422,831.0,510230
13,2017-02-23,5.431,5.413,5.443,5.404,304.0,510230
14,2017-02-24,5.415,5.4,5.415,5.389,561.0,510230
15,2017-02-27,5.406,5.361,5.406,5.357,400.0,510230
16,2017-02-28,5.367,5.37,5.474,5.367,373.0,510230
17,2017-03-01,5.37,5.362,5.389,5.362,803.0,510230
18,2017-03-02,5.38,5.333,5.391,5.333,1074.0,510230
19,2017-03-03,5.321,5.315,5.324,5.304,624.0,510230
20,2017-03-06,5.313,5.326,5.333,5.313,1323.0,510230
21,2017-03-07,5.323,5.335,5.335,5.309,4262.0,510230
22,2017-03-08,5.32,5.321,5.324,5.317,314.0,510230
23,2017-03-09,5.31,5.297,5.31,5.278,3037.0,510230
24,2017-03-10,5.294,5.291,5.294,5.282,156.0,510230
25,2017-03-13,5.28,5.32,5.32,5.267,559.0,510230
26,2017-03-14,5.326,5.319,5.33,5.311,177.0,510230
27,2017-03-15,5.307,5.31,5.31,5.302,173.0,510230
28,2017-03-16,5.308,5.352,5.36,5.308,709.0,510230
29,2017-03-17,5.352,5.291,5.352,5.283,790.0,510230
30,2017-03-20,5.286,5.257,5.286,5.244,904.0,510230
31,2017-03-21,5.257,5.25,5.266,5.241,1384.0,510230
32,2017-03-22,5.251,5.188,5.251,5.181,2919.0,510230
33,2017-03-23,5.189,5.209,5.237,5.189,7394.0,510230
34,2017-03-24,5.22,5.245,5.249,5.202,1514.0,510230
