,date,open,close,high,low,volume,code
0,2018-01-19,1.001,1.001,1.005,0.997,1242151.0,512980
1,2018-01-22,1.001,1.023,1.034,0.995,486045.0,512980
2,2018-01-23,1.024,1.029,1.031,1.02,188954.0,512980
3,2018-01-24,1.03,1.065,1.07,1.025,449287.0,512980
4,2018-01-25,1.065,1.065,1.095,1.063,393758.0,512980
5,2018-01-26,1.069,1.069,1.076,1.06,183199.0,512980
6,2018-01-29,1.069,1.056,1.073,1.048,209045.0,512980
7,2018-01-30,1.05,1.046,1.057,1.042,71731.0,512980
8,2018-01-31,1.042,1.02,1.042,1.017,183846.0,512980
9,2018-02-01,1.025,0.994,1.025,0.993,178989.0,512980
10,2018-02-02,0.995,0.999,1.009,0.983,137490.0,512980
11,2018-02-05,0.985,0.989,0.996,0.983,148085.0,512980
12,2018-02-06,0.983,0.943,0.983,0.941,205575.0,512980
13,2018-02-07,0.958,0.95,0.965,0.931,119618.0,512980
14,2018-02-08,0.948,0.953,0.96,0.946,53029.0,512980
15,2018-02-09,0.933,0.918,0.934,0.909,132317.0,512980
16,2018-02-12,0.925,0.943,0.945,0.921,63911.0,512980
17,2018-02-13,0.949,0.94,0.953,0.935,42894.0,512980
18,2018-02-14,0.942,0.935,0.942,0.931,82366.0,512980
19,2018-02-22,0.953,0.953,0.957,0.943,94910.0,512980
20,2018-02-23,0.951,0.945,0.957,0.94,47865.0,512980
21,2018-02-26,0.946,0.968,0.975,0.946,113224.0,512980
22,2018-02-27,0.97,0.989,0.992,0.97,172013.0,512980
23,2018-02-28,0.985,0.989,1.0,0.973,82322.0,512980
24,2018-03-01,0.981,1.004,1.005,0.981,66596.0,512980
25,2018-03-02,0.998,1.001,1.008,0.994,87894.0,512980
26,2018-03-05,1.0,1.002,1.004,0.99,37547.0,512980
27,2018-03-06,1.001,1.008,1.014,1.001,106086.0,512980
28,2018-03-07,1.01,1.002,1.012,0.998,34758.0,512980
29,2018-03-08,1.002,1.003,1.005,0.997,19907.0,512980
30,2018-03-09,1.007,1.027,1.03,1.004,99215.0,512980
31,2018-03-12,1.03,1.044,1.047,1.03,116300.0,512980
32,2018-03-13,1.046,1.042,1.055,1.038,112106.0,512980
33,2018-03-14,1.041,1.034,1.042,1.03,53814.0,512980
34,2018-03-15,1.034,1.025,1.034,1.012,42047.0,512980
35,2018-03-16,1.025,1.022,1.034,1.02,23064.0,512980
